index,item_id,code,name,desc,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12
35,119005,blade_A0021,Pringer,"A fake version of the Bringer. Even third-year students can equip it, but its attack power is low. Surprisingly, it might be useful as a whisk when making sweets.",2,4,8,2,1,0,0,0,102,20028,0,1,522222
36,119021,blade_A0021,Kamaitachi,"A blade transformed from the yokai known as “Kamaitachi.” It is said that among the Kamaitachi, the first one knocks a person down, the second one cuts them, and the third one heals the wound.",2,4,8,2,1,0,0,0,102,20028,0,1,522222
37,110022,blade_A0022,Seaweed,A blade made from golden powder said to be used by sea fairies.,2,4,8,2,1,0,0,0,102,20029,0,1,522222
38,110023,blade_A0023,Light Breaker,"A blade made using a fluorescent light tube as its base. It has been reinforced so that it won’t break easily, allowing you to fight without worry.",2,4,8,2,1,0,0,0,102,20033,0,1,522222
39,110024,blade_A0024,Stinger Blaze,A blade based on the Stinger that has been improved to achieve higher performance.,2,4,8,2,1,0,0,0,102,20035,0,1,522222
40,911001,blade_A1001,Anna Stinger,Slot 1,2,4,8,2,1,1,0,0,102,20001,10,1,11005
41,911002,blade_A1001,Anna Stinger,Slot 2,2,4,8,2,1,2,0,0,102,20001,20,2,11005
42,911003,blade_A1001,Anna Stinger,Slot 3,2,4,8,2,1,3,0,0,102,20001,30,3,11005
43,911004,blade_A1001,Anna Stinger,Slot 4,2,4,8,2,1,4,0,0,102,20001,40,4,11005
44,911005,blade_A1001,Anna Stinger,Slot 5,2,4,8,2,1,5,0,0,102,20001,50,5,11005
45,111001,blade_A1001,Anna Stinger,"A cute pink Stinger decorated with an illustration of SD Anna. With Anna by your side anytime, anywhere!",2,4,8,2,1,0,0,0,102,20001,0,1,522222
46,111002,blade_A1002,Baro Sword M,"The Baro Sword boasts a level of precision that even professionals approve of as a measuring tool. Its length is said to exactly match the distance that light travels in a vacuum in 1/299,792,458 of a second.",2,4,8,2,1,0,0,0,104,20002,0,1,522222
47,119008,blade_A1002,블러디 바로 소드 YT,거리를 재는데 탁월한 기능을 가지고 있는 블레이드. 주로 초급학년들에게 적당하다.<br>이것은 요구르팅 1주년 기념 선물이라고 한다.,2,4,8,2,1,0,0,0,104,20002,0,1,522222
48,119013,blade_A1002,Baro Sword M,"The Baro Sword boasts a level of precision that even professionals approve of as a measuring tool. Its length is said to exactly match the distance that light travels in a vacuum in 1/299,792,458 of a second.",2,4,8,2,1,0,0,0,104,20002,0,1,522222
49,111004,blade_A1004,Rose Rapier,"A blade with a long, pointed sword edge. Like a rose with sharp thorns, its blade is beautifully stained a deep crimson.",2,4,8,2,1,0,0,0,104,20006,0,1,522222
50,119014,blade_A1004,Rose Rapier,"A blade with a long, pointed sword edge. Like a rose with sharp thorns, its blade is beautifully stained a deep crimson.",2,4,8,2,1,0,0,0,104,20006,0,1,522222
51,119019,blade_A1004,Vampire Rapier,"It is said to be the weapon an immortal vampire used to bathe in the blood of maidens. As if the soul of its original owner still resides within it, the vines wrapped around it writhe in search of prey.",2,4,8,2,1,0,0,0,104,20006,0,1,522222
52,910001,blade_A1006,Red Sandalwood Bokken,Slot 1,2,4,8,2,1,1,0,0,104,20008,10,1,10005
53,910002,blade_A1006,Red Sandalwood Bokken,Slot 2,2,4,8,2,1,2,0,0,104,20008,20,2,10005
54,910003,blade_A1006,Red Sandalwood Bokken,Slot 3,2,4,8,2,1,3,0,0,104,20008,30,3,10005
55,910004,blade_A1006,Red Sandalwood Bokken,Slot 4,2,4,8,2,1,4,0,0,104,20008,40,4,10005
56,910005,blade_A1006,Red Sandalwood Bokken,Slot 5,2,4,8,2,1,5,0,0,104,20008,50,5,10005
57,111006,blade_A1006,Red Sandalwood Bokken,"A wooden sword made from red sandalwood, a material long said to be legendary. It has a presence and dignity unlike an ordinary wooden sword, making it a must-have if you want to call yourself a true boss!",2,4,8,2,1,0,0,0,104,20008,0,1,522222
58,119007,blade_A1006,실전 목도 YT,불량 모드의 필수품. 못박힌 배트와 함께 2대 불량 무기라 불리운다. 일반 목도보다는 실전용이라 할 수 있다.<br>이것은 요구르팅 1주년 기념 선물이라고 한다.,2,4,8,2,1,0,0,0,104,20008,0,1,522222
59,119012,blade_A1006,Red Sandalwood Bokken,"A wooden sword made from red sandalwood, a material long said to be legendary. It has a presence and dignity unlike an ordinary wooden sword, making it a must-have if you want to call yourself a true boss!",2,4,8,2,1,0,0,0,104,20008,0,1,522222
60,119018,blade_A1006,Jinmenju Bokken,"A wooden sword made from the yokai known as the “Jinmenju” (Human-Faced Tree). It is cursed, and it is said that if you continue using it, the owner will eventually turn into a Jinmenju as well. If that doesn’t bother you, enjoy its overwhelming cursed power.",2,4,8,2,1,0,0,0,104,20008,0,1,522222
61,111011,blade_A1011,Foreman Sonic Blade,"A cutting machine that enjoys tremendous support from workers at lumberyards and construction sites. As a weapon, it boasts power comparable to a standard Sonic Blade.",2,4,8,2,1,0,0,0,104,20015,0,1,522222
62,119015,blade_A1011,Foreman Sonic Blade,"A cutting machine that enjoys tremendous support from workers at lumberyards and construction sites. As a weapon, it boasts power comparable to a standard Sonic Blade.",2,4,8,2,1,0,0,0,104,20015,0,1,522222
63,111013,blade_A1013,Gigantic Hammer,"A weapon created to duel against someone wielding the Juggernaut Hammer. From the day you take up this weapon, you are destined to fight the wielder of the Juggernaut Hammer.",2,4,8,2,1,0,0,0,102,20018,0,1,522222
64,119017,blade_A1013,Gigantic Hammer,"A weapon created to duel against someone wielding the Juggernaut Hammer. From the day you take up this weapon, you are destined to fight the wielder of the Juggernaut Hammer.",2,4,8,2,1,0,0,0,102,20018,0,1,522222
65,111015,blade_A1015,Dark Saber,"It is said that when the wielder of the Thunder Saber chooses the path of evil with a strong will, the blade becomes stained with darkness and transforms into the Dark Saber. However, there are also rumors that replacing the battery will turn it back into a normal Thunder Saber.",2,4,8,2,1,0,0,0,104,20021,0,1,522222
66,119020,blade_A1015,Raiju Stinger,"A Dark Saber that has grown more powerful after being struck by the lightning of the yokai known as the “Raijū,” said to appear along with lightning strikes. When using its skill, be sure to warn others about possible lightning strikes!",2,4,8,2,1,0,0,0,104,20021,0,1,522222
67,111016,blade_A1016,Unsigned Katana,"A traditional Japanese blade. Not one from the era when such swords were treated like works of art as symbols of the samurai, but a finely crafted, unsigned weapon used by nameless soldiers during the Warring States period. Through long use, the blade has been stained a deep crimson.",2,4,8,2,1,0,0,0,104,20023,0,1,522222
68,119016,blade_A1016,Unsigned Katana,"A traditional Japanese blade. Not one from the era when such swords were treated like works of art as symbols of the samurai, but a finely crafted, unsigned weapon used by nameless soldiers during the Warring States period. Through long use, the blade has been stained a deep crimson.",2,4,8,2,1,0,0,0,104,20023,0,1,522222
69,111019,blade_A1019,Phillips Screwdriver,A screwdriver whose cross-shaped tip is made from a special alloy. It is designed so that even screws with stripped heads can still be tightened or loosened.,2,4,8,2,1,0,0,0,104,20016,0,1,522222
70,111021,blade_A1021,Punisher,"A weapon that became the prototype for the Bringer. Originally, it was not used for hunting monsters, but rather for executing criminals.",2,4,8,2,1,0,0,0,102,20028,0,1,522222
71,111022,blade_A1022,Deep Seaweed,"A blade said to have been made by a fairy who lives at the bottom of the deep sea. Its blade shines with a brilliant blue glow, but the fairy who made it lives on the dark ocean floor where no light reaches, and will never know how it looks.",2,4,8,2,1,0,0,0,102,20029,0,1,522222
72,120001,glorb_A0001,Forewarned is Forearmed,"A pair of hard metal gloves. When struck against solid ground or a wall, they scatter sparks and become fists of flame.",3,4,8,1,2,0,0,0,302,40001,0,1,522222
73,120002,glorb_A0002,Spirit of Righteousness,A pair of gloves whose gauntlet lenses glow blue. They allow the user to unleash a special move that fires shining blasts of energy.,3,4,8,1,2,0,0,0,302,40002,0,1,522222
74,129001,glorb_A0002,Ultimate Spirit of Righteousness,"An enhanced version of the Spirit of Righteousness whose output has exceeded its limits. Its light shines with the brilliance of a divine immortal, but it also places a heavy burden on the materials. Only fourth-year students or higher can equip it.",3,4,8,1,2,0,0,0,302,40002,0,1,522222
75,129009,glorb_A0002,Spirit of Righteousness,A pair of gloves whose gauntlet lenses glow blue. They allow the user to unleash a special move that fires shining blasts of energy.,3,4,8,1,2,0,0,0,302,40030,0,1,522222
76,120003,glorb_A0003,The Ringo Fist,"A pair of gloves covered in patches from being repaired many times. They embody a hungry, never-give-up spirit.",3,4,8,1,2,0,0,0,302,40003,0,1,522222
77,120004,glorb_A0004,Green Bamboo Claws,A pair of gloves that have the look and feel of green bamboo.,3,4,8,1,2,0,0,0,0,40003,0,1,522222
78,120005,glorb_A0005,Rainbow Fist,"It came to be called the Rainbow Fist because every time a technique is unleashed, it leaves behind a rainbow-colored trail. Since a rainbow appears whenever its special move is used, it’s often used during school festivals.",3,4,8,1,2,0,0,0,302,40006,0,1,522222
79,129004,glorb_A0005,Rainbo Fist,"A fake version of the Rainbow Fist. It breaks easily with use, but because its power is weaker, even lower-year students can use it.",3,4,8,1,2,0,0,0,302,40006,0,1,522222
80,120006,glorb_A0006,Maxima Gauntlet,"A very heavy pair of gloves, but if mastered, they can unleash tremendous power.",3,4,8,1,2,0,0,0,304,40032,0,1,522222
81,120007,glorb_A0007,Gambler’s Hand,"A pair of gloves with an Ace of Spades engraved on the back of the hand. When its special move is used, playing cards appear.",3,4,8,1,2,0,0,0,301,40009,0,1,522222
82,120008,glorb_A0008,Battle Claw,"A pair of gloves said to have been used mainly in large-scale battles in ancient times. They have since been modified for hunting monsters, but their overwhelming and intimidating presence remains unchanged.",3,4,8,1,2,0,0,0,303,40010,0,1,522222
83,129006,glorb_A0008,Event Battle Claw,"A pair of gloves said to have been used mainly in large-scale battles in ancient times. They have since been modified for hunting monsters, but their overwhelming and intimidating presence remains unchanged.",3,5,8,1,2,0,0,0,303,40010,0,1,522222
84,120009,glorb_A0009,Axis of Heaven and Earth,"It’s hard to understand the mindset of anyone who would use gloves with such a bizarre design. However, every student who has used these gloves can’t stop praising them.",3,4,8,1,2,0,0,0,302,40011,0,1,522222
85,120010,glorb_A0010,Blade Hand,"This weapon is closer to a blade than a glove. When worn on both arms, it feels as if you’re fighting with two swords. It’s well suited for quick, rapid attacks.",3,4,8,1,2,0,0,0,303,40012,0,1,522222
86,120011,glorb_A0011,Biting Claws,A pair of gloves designed to look like a monster with its mouth open. The sharp horns growing from the fingertips show just how powerful this weapon is.,3,4,8,1,2,0,0,0,303,40013,0,1,522222
87,129022,glorb_A0011,Oni Bite Claws,"A pair of gloves transformed by the yokai known as an “Oni” in order to attack its user. If you keep fighting and satisfy the oni’s hunger, you can avoid being eaten. The phrase “oni hitokuchi” (an oni’s single bite) is used to describe the ferocity with which an oni devours something in one mouthful.",3,4,8,1,2,0,0,0,303,40013,0,1,522222
88,120012,glorb_A0012,Gigantic Gauntlets,"The heaviest pair of gloves. This weapon is a modified version of gloves said to have been used by an ancient race of giants, adapted for student use. They are difficult to handle, but once you get used to them, there’s nothing left to fear.",0,4,0,0,0,0,0,0,0,0,0,1,522222
89,120013,glorb_A0013,Phoenix Knuckles,A pair of gloves said to be made from the feathers of a phoenix.,3,4,8,1,2,0,0,0,302,40016,0,1,522222
90,129011,glorb_A0013,Phoenix Knuckles,A pair of gloves said to be made from the feathers of a phoenix.,3,4,8,1,2,0,0,0,302,40016,0,1,522222
91,120014,glorb_A0014,Gordian Cutter,"The fastest weapon available. However, because it focuses so much on speed, its power is not very high.",3,4,8,1,2,0,0,0,302,40018,0,1,522222
92,129005,glorb_A0014,Phantom Cutter,"A fake left behind by a phantom thief who appears out of nowhere to steal rare items, swapping it with the real one at the scene of the crime. Even third-year students can equip it.",3,4,8,1,2,0,0,0,302,40018,0,1,522222
93,120015,glorb_A0015,Viper Gauntlets,"A pair of gloves made from snake skin, finished by coating the surface with snake venom. Anyone struck by them will inevitably fall into a severe state of poisoning, so their sale and use are now prohibited.",3,4,8,1,2,0,0,0,301,40021,0,1,522222
94,129002,glorb_A0015,Viper Knuckles,"An unfinished version of the Viper Gauntlets. Because the venom coating is incomplete, even first-year students can use them.",3,4,8,1,2,0,0,0,301,40021,0,1,522222
95,120016,glorb_A0016,Eagle Claw,A pair of gloves modeled after the hooked talons of a hawk. They are designed more for tearing attacks than for blunt strikes.,3,4,8,1,2,0,0,0,303,40023,0,1,522222
96,120017,glorb_A0017,Taurus Gauntlets,"A legendary pair of gloves said to be powerful enough to crush even mountains. Looking at their rugged and bold design, it almost feels like it might actually be possible.",3,4,8,1,2,0,0,0,304,40033,0,1,522222
97,120018,glorb_A0018,Ultimate Gauntlets,"As the name suggests, the ultimate pair of gloves. It is said that the gloves themselves choose their wielder.",3,4,8,1,2,0,0,0,304,40034,0,1,522222
98,120019,glorb_A0019,Phenomenal Gauntlets,"These gloves, equipped with a gauge panel on the back of the hand, were created for exploration purposes.",3,4,8,1,2,0,0,0,301,40014,0,1,522222
99,120020,glorb_A0020,Dual Gauntlets,"With an appearance like having large bowling balls fitted over the hands, they look overwhelmingly powerful at a glance.",0,4,0,0,0,0,0,0,0,0,0,1,522222
100,120021,glorb_A0021,Joe’s Bandages,"A set of bandages said to have been wrapped around the fists of Joe, the legendary king of martial artists.",3,4,8,1,2,0,0,0,301,40028,0,1,522222
101,129003,glorb_A0021,Training Bandages,Hand wraps under 2.5 m in length. Protect your fists well and train hard. Can be worn even by first-year students.,3,4,8,1,2,0,0,0,301,40028,0,1,522222
102,129010,glorb_A0021,Joe’s Bandages,"A set of bandages said to have been wrapped around the fists of Joe, the legendary king of martial artists.",3,4,8,1,2,0,0,0,301,40028,0,1,522222
103,129019,glorb_A0021,Ittan-Momen Bandages,"Bandages made from an Ittan-Momen, a cloth yokai and type of tsukumogami. One ‘tan’ measures about 11 meters, making them much longer than ordinary bandages and suited for advanced students.",3,4,8,1,2,0,0,0,301,40028,0,1,522222
104,120022,glorb_A0022,Riot Gauntlets,"Gauntlets that convert negative emotions like anger and sadness into strength. After battle, the wearer is said to feel strangely refreshed.",3,4,8,1,2,0,0,0,304,40031,0,1,522222
105,121001,glorb_A1001,Unwarned is Unarmed,"An early prototype of “Forewarned is Forearmed.” Due to staff negligence it was released with defects and later recalled, earning the sarcastic nickname “Unwarned is Unarmed.”",3,4,8,1,2,0,0,0,302,40001,0,1,522222
106,129007,glorb_A1001,무비유환 글로브 YT,단단한 금속 재질의 글로브.<br>이것은 요구르팅 1주년 기념 선물이라고 한다.,3,4,8,1,2,0,0,0,302,40001,0,1,522222
107,129012,glorb_A1001,Forewarned is Forearmed,"A pair of hard metal gloves. When struck against solid ground or a wall, they scatter sparks and become fists of flame.",3,4,8,1,2,0,0,0,302,40001,0,1,522222
108,129018,glorb_A1001,Great Toad Gloves,"A pair of gloves made from the skin of the yokai known as the “Great Toad,” which emits a lure that draws in people and animals as prey. Sticky to the touch, they also constantly give off this tempting aura, making them quite a troublesome item.",3,4,8,1,2,0,0,0,302,40001,0,1,522222
109,121002,glorb_A1002,Righteous Heart,A pair of gloves whose gauntlet lenses glow with a blue light. It is said that only those whose hearts have nothing to be ashamed of before heaven and earth can unleash their true power.,3,4,8,1,2,0,0,0,302,40002,0,1,522222
110,121003,glorb_A1003,Ultimate Zaringobi Fist,"A pair of gloves said to drive their wearer into desperate situations. Whether you survive and seize victory or collapse from exhaustion, it truly becomes a do-or-die battle. Perfect for training the spirit.",3,4,8,1,2,0,0,0,302,40003,0,1,522222
111,129008,glorb_A1003,The 자린고비 피스트 YT,빼빼 마른 글로브.<br>이것은 요구르팅 1주년 기념 선물이라고 한다.,3,4,8,1,2,0,0,0,302,40003,0,1,522222
112,129013,glorb_A1003,Ultimate Zaringobi Fist,"A pair of gloves said to drive their wearer into desperate situations. Whether you survive and seize victory or collapse from exhaustion, it truly becomes a do-or-die battle. Perfect for training the spirit.",3,4,8,1,2,0,0,0,302,40003,0,1,522222
113,121005,glorb_A1005,Violet Fist,"An improved version of the Rainbow Fist. The violet color in the rainbow trail that appears whenever a technique is unleashed is said to shine even more beautifully now. For some reason, its users often seem to be quite well-tanned.",3,4,8,1,2,0,0,0,302,40006,0,1,522222
114,129017,glorb_A1005,Violet Fist,"An improved version of the Rainbow Fist. The violet color in the rainbow trail that appears whenever a technique is unleashed is said to shine even more beautifully now. For some reason, its users often seem to be quite well-tanned.",3,4,8,1,2,0,0,0,302,40006,0,1,522222
115,129020,glorb_A1005,Yatagarasu,"A pair of gloves made using the wings of the three-legged yokai “Yatagarasu,” said to be a messenger of the gods. Because it flaps its wings to point out the correct path, even people with a poor sense of direction can use it with confidence.",3,4,8,1,2,0,0,0,302,40006,0,1,522222
116,121007,glorb_A1007,Blackjack,"These gloves are said to draw either the best possible card or the worst possible card—each with a 50% chance—when it comes down to the decisive moment. Because of this, they are both admired and feared by many gamblers.",3,4,8,1,2,0,0,0,301,40009,0,1,522222
117,129014,glorb_A1007,Blackjack,"These gloves are said to draw either the best possible card or the worst possible card—each with a 50% chance—when it comes down to the decisive moment. Because of this, they are both admired and feared by many gamblers.",3,4,8,1,2,0,0,0,301,40009,0,1,522222
118,921001,glorb_A1009,Innocent Radiance,Slot 1,3,4,8,1,2,1,0,0,302,40011,10,1,21005
119,921002,glorb_A1009,Innocent Radiance,Slot 2,3,4,8,1,2,2,0,0,302,40011,20,2,21005
120,921003,glorb_A1009,Innocent Radiance,Slot 3,3,4,8,1,2,3,0,0,302,40011,30,3,21005
121,921004,glorb_A1009,Innocent Radiance,Slot 4,3,4,8,1,2,4,0,0,302,40011,40,4,21005
122,921005,glorb_A1009,Innocent Radiance,Slot 5,3,4,8,1,2,5,0,0,302,40011,50,5,21005
123,121009,glorb_A1009,Innocent Radiance,"A pair of gloves with a design that surpasses art by a hair’s breadth. Once you get used to them, they’re said to be surprisingly cute. Rumor has it the design comes from drawings made on a whim by either a child or a chimpanzee.",3,4,8,1,2,0,0,0,302,40011,0,1,522222
124,129021,glorb_A1009,One Hundred Yokai Scenes,"A pair of gloves that began to emit a supernatural aura after being colored by a yokai painter. If you stare at them long enough, a 3D image of one hundred yokai appears to emerge. Taking a 15-minute break every hour is recommended?",3,4,8,1,2,0,0,0,302,40011,0,1,522222
125,121013,glorb_A1013,Heavenly Phoenix,A pair of gloves said to be made from the feathers left behind by a phoenix that repeated death and rebirth a thousand times before finally ascending to the heavens.,3,4,8,1,2,0,0,0,302,40016,0,1,522222
126,121014,glorb_A1014,Supernatural Might,"It is spoken of alongside the saying, “Technique is Kaitō Ranma, strength is Kairiki Ranshin.” Though this weapon was created by an evil organization as an imitation of “Kaitō Ranma,” it is said that if wielded by someone with a pure, righteous, and strong heart, it will reveal its true power.",3,4,8,1,2,0,0,0,302,40018,0,1,522222
127,121015,glorb_A1015,Venom Knuckles,"A pair of gloves made from snake skin and finished by coating the surface with a specially prepared snake venom. Anyone struck by them falls into a severe state of poisoning and continues to suffer. If worn for too long, even the user may begin to…",3,4,8,1,2,0,0,0,301,40021,0,1,522222
128,129015,glorb_A1015,Venom Knuckles,"A pair of gloves made from snake skin and finished by coating the surface with a specially prepared snake venom. Anyone struck by them falls into a severe state of poisoning and continues to suffer. If worn for too long, even the user may begin to…",3,4,8,1,2,0,0,0,301,40021,0,1,522222
129,121019,glorb_A1019,Phenometer Proto,"A prototype of the Phenometer Gear developed for exploration. It has functions not found in the mass-produced Phenometer Gear, but its combat performance has already been fully perfected.",3,4,8,1,2,0,0,0,301,40014,0,1,522222
130,129016,glorb_A1019,Phenometer Proto,"A prototype of the Phenometer Gear developed for exploration. It has functions not found in the mass-produced Phenometer Gear, but its combat performance has already been fully perfected.",3,4,8,1,2,0,0,0,301,40014,0,1,522222
131,920001,glorb_A1021,Joe’s Blood & Tears Bandages,Slot 1,3,4,8,1,2,1,0,0,301,40028,10,1,20005
132,920002,glorb_A1021,Joe’s Blood & Tears Bandages,Slot 2,3,4,8,1,2,2,0,0,301,40028,20,2,20005
133,920003,glorb_A1021,Joe’s Blood & Tears Bandages,Slot 3,3,4,8,1,2,3,0,0,301,40028,30,3,20005
134,920004,glorb_A1021,Joe’s Blood & Tears Bandages,Slot 4,3,4,8,1,2,4,0,0,301,40028,40,4,20005
135,920005,glorb_A1021,Joe’s Blood & Tears Bandages,Slot 5,3,4,8,1,2,5,0,0,301,40028,50,5,20005
136,121021,glorb_A1021,Joe’s Blood & Tears Bandages,"A worn set of bandages said to have been wrapped around the fists of Joe, the legendary king of martial artists. They are soaked with Joe’s blood, sweat, and tears.",3,4,8,1,2,0,0,0,301,40028,0,1,522222
137,130001,mura_A0001,Drone,A Mura shaped like a brass instrument.,4,4,1,2,3,0,0,0,501,60001,0,1,522222
138,130002,mura_A0002,Shaman Bongo,"It has a shape where the outer side is enlarged, with sharp feathers protruding outward.",4,4,1,2,3,0,0,0,505,60003,0,1,522222
139,139002,mura_A0002,German Bongo,"An obvious imitation of the Shaman Bongo, but since even first-year students can equip it, it turns out to be surprisingly useful for a fake.",4,4,1,2,3,0,0,0,505,60003,0,1,522222
140,130003,mura_A0003,Trump Power,It resembles a trumpet that is broken and tattered on all sides.,4,4,1,2,3,0,0,0,0,0,0,1,522222
141,130004,mura_A0004,The DJ,A giant rainbow-colored afro wig with a turntable attached.,4,4,1,2,3,0,0,0,505,60006,0,1,522222
142,139003,mura_A0004,The DJ βedit,"An introductory afro wig developed so that even lower-grade students can use it. In addition to the turntable, it is equipped with the latest 4-channel mixer and other features. Can be equipped even by first-year students.",4,4,1,2,3,0,0,0,505,60006,0,1,522222
143,139010,mura_A0004,The DJ,A giant rainbow-colored afro wig with a turntable attached.,4,4,1,2,3,0,0,0,505,60006,0,1,522222
