index,skill_id,ref_skill_id,effect_id,effect_desc_id,weapon_type,stage,next_skill_id,power_value,v8,f0,text,v9
202,21043,21041,91031,92031,3,3,21044,83,0,10.399999618530273,一定時間クリティカルアップ(クリティカル +24，持続：43秒),1
203,21044,21041,91031,92032,3,4,21045,89,0,12.0,一定時間クリティカルアップ(クリティカル +26，持続：46秒),1
204,21045,21041,91031,92032,3,5,21046,95,0,13.300000190734863,一定時間クリティカルアップ(クリティカル +28，持続：49秒),1
205,21046,21041,91031,92032,3,6,21047,101,0,15.0,一定時間クリティカルアップ(クリティカル +30，持続：53秒),1
206,21047,21041,91031,92033,4,7,21048,107,0,16.200000762939453,一定時間クリティカルアップ(クリティカル +31，持続：57秒),1
207,21048,21041,91031,92033,4,8,21049,113,0,17.100000381469727,一定時間クリティカルアップ(クリティカル +33，持続：61秒),1
208,21049,21041,91031,92033,4,9,21050,119,0,17.5,一定時間クリティカルアップ(クリティカル +35，持続：65秒),1
209,21050,21041,91031,92034,4,10,0,125,0,18.0,一定時間クリティカルアップ(クリティカル +37，持続：70秒),1
210,21051,21051,91031,92031,4,1,21052,137,0,20.0,一定時間無敵、必殺技使用不可(持続：10秒),1
211,21052,21051,91031,92031,4,2,21053,143,0,24.0,一定時間無敵、必殺技使用不可(持続：12秒),1
212,21053,21051,91031,92031,5,3,21054,149,0,28.0,一定時間無敵、必殺技使用不可(持続：14秒),1
213,21054,21051,91031,92032,5,4,21055,155,0,34.0,一定時間無敵、必殺技使用不可(持続：17秒),1
214,21055,21051,91031,92032,5,5,21056,161,0,40.0,一定時間無敵、必殺技使用不可(持続：20秒),1
215,21056,21051,91031,92032,5,6,21057,167,0,46.0,一定時間無敵、必殺技使用不可(持続：23秒),1
216,21057,21051,91031,92033,5,7,21058,173,0,54.0,一定時間無敵、必殺技使用不可(持続：27秒),1
217,21058,21051,91031,92033,5,8,21059,179,0,62.0,一定時間無敵、必殺技使用不可(持続：31秒),1
218,21059,21051,91031,92033,5,9,21060,185,0,70.0,一定時間無敵、必殺技使用不可(持続：35秒),1
219,21060,21051,91031,92034,5,10,0,191,0,80.0,一定時間無敵、必殺技使用不可(持続：40秒),1
220,21091,21091,0,0,1,1,21092,1,0,0.0,防御力アップ(防御力 +1，パッシブスキル),2
221,21092,21091,0,0,1,2,21093,21,0,0.0,防御力アップ(防御力 +8，パッシブスキル),2
222,21093,21091,0,0,2,3,21094,41,0,0.0,防御力アップ(防御力 +16，パッシブスキル),2
223,21094,21091,0,0,2,4,21095,61,0,0.0,防御力アップ(防御力 +23，パッシブスキル),2
224,21095,21091,0,0,3,5,21096,81,0,0.0,防御力アップ(防御力 +32，パッシブスキル),2
225,21096,21091,0,0,3,6,21097,101,0,0.0,防御力アップ(防御力 +39，パッシブスキル),2
226,21097,21091,0,0,4,7,21098,121,0,0.0,防御力アップ(防御力 +48，パッシブスキル),2
227,21098,21091,0,0,4,8,21099,141,0,0.0,防御力アップ(防御力 +57，パッシブスキル),2
228,21099,21091,0,0,5,9,21100,161,0,0.0,防御力アップ(防御力 +69，パッシブスキル),2
229,21100,21091,0,0,5,10,0,181,0,0.0,防御力アップ(防御力 +81，パッシブスキル),2
230,21101,21101,0,0,1,1,21102,6,0,0.0,クリティカルアップ(クリティカル +1，パッシブスキル),2
231,21102,21101,0,0,1,2,21103,25,0,0.0,クリティカルアップ(クリティカル +5，パッシブスキル),2
232,21103,21101,0,0,2,3,21104,44,0,0.0,クリティカルアップ(クリティカル +8，パッシブスキル),2
233,21104,21101,0,0,2,4,21105,63,0,0.0,クリティカルアップ(クリティカル +12，パッシブスキル),2
234,21105,21101,0,0,3,5,21106,82,0,0.0,クリティカルアップ(クリティカル +16，パッシブスキル),2
235,21106,21101,0,0,3,6,21107,101,0,0.0,クリティカルアップ(クリティカル +20，パッシブスキル),2
236,21107,21101,0,0,4,7,21108,120,0,0.0,クリティカルアップ(クリティカル +24，パッシブスキル),2
237,21108,21101,0,0,4,8,21109,139,0,0.0,クリティカルアップ(クリティカル +28，パッシブスキル),2
238,21109,21101,0,0,5,9,21110,158,0,0.0,クリティカルアップ(クリティカル +34，パッシブスキル),2
239,21110,21101,0,0,5,10,0,177,0,0.0,クリティカルアップ(クリティカル +39，パッシブスキル),2
240,21111,21111,0,0,1,1,21112,11,0,0.0,最大HPアップ(最大HP +42，パッシブスキル),2
241,21112,21111,0,0,1,2,21113,30,0,0.0,最大HPアップ(最大HP +121，パッシブスキル),2
242,21113,21111,0,0,2,3,21114,49,0,0.0,最大HPアップ(最大HP +201，パッシブスキル),2
243,21114,21111,0,0,2,4,21115,68,0,0.0,最大HPアップ(最大HP +285，パッシブスキル),2
244,21115,21111,0,0,3,5,21116,87,0,0.0,最大HPアップ(最大HP +364，パッシブスキル),2
245,21116,21111,0,0,4,6,21117,106,0,0.0,最大HPアップ(最大HP +448，パッシブスキル),2
246,21117,21111,0,0,4,7,21118,125,0,0.0,最大HPアップ(最大HP +527，パッシブスキル),2
247,21118,21111,0,0,4,8,21119,144,0,0.0,最大HPアップ(最大HP +637，パッシブスキル),2
248,21119,21111,0,0,5,9,21120,163,0,0.0,最大HPアップ(最大HP +756，パッシブスキル),2
249,21120,21111,0,0,5,10,0,182,0,0.0,最大HPアップ(最大HP +882，パッシブスキル),2
250,81001,81001,91011,92011,1,1,81002,1,0,12.0,初級攻撃(攻撃力：1),0
251,81002,81001,91011,92011,1,2,81003,8,0,12.0,初級攻撃(攻撃力：3),0
252,81003,81001,91011,92011,1,3,81004,15,0,12.0,初級攻撃(攻撃力：7),0
253,81004,81001,91011,92012,1,4,81005,22,0,12.0,初級攻撃(攻撃力：10),0
254,81005,81001,91011,92012,1,5,81006,29,0,12.0,初級攻撃(攻撃力：14),0
255,81006,81001,91011,92012,2,6,81007,36,0,12.0,初級攻撃(攻撃力：17),0
256,81007,81001,91011,92013,2,7,81008,43,0,12.0,初級攻撃(攻撃力：21),0
257,81008,81001,91011,92013,2,8,81009,50,0,12.0,初級攻撃(攻撃力：24),0
258,81009,81001,91011,92013,2,9,81010,57,0,12.0,初級攻撃(攻撃力：28),0
259,81010,81001,91011,92014,2,10,0,64,0,12.0,初級攻撃(攻撃力：31),0
260,81011,81011,91011,92011,2,1,81012,67,0,12.0,中級攻撃(攻撃力：39),0
261,81012,81011,91011,92011,3,2,81013,74,0,12.0,中級攻撃(攻撃力：43),0
262,81013,81011,91011,92011,3,3,81014,81,0,12.0,中級攻撃(攻撃力：47),0
263,81014,81011,91011,92012,3,4,81015,88,0,12.0,中級攻撃(攻撃力：51),0
264,81015,81011,91011,92012,3,5,81016,95,0,12.0,中級攻撃(攻撃力：56),0
265,81016,81011,91011,92012,4,6,81017,102,0,12.0,中級攻撃(攻撃力：60),0
266,81017,81011,91011,92013,4,7,81018,109,0,12.0,中級攻撃(攻撃力：64),0
267,81018,81011,91011,92013,4,8,81019,116,0,12.0,中級攻撃(攻撃力：68),0
268,81019,81011,91011,92013,4,9,81020,123,0,12.0,中級攻撃(攻撃力：72),0
