index,stone_id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32
106,103111,0,0,1,15,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
107,103112,0,0,1,15,0,0,10,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
108,103200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
109,103201,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
110,103202,0,0,2,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
111,103210,0,0,2,40,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
112,103211,0,0,2,40,0,0,10,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
113,103212,0,0,2,40,0,0,25,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
114,103220,0,0,2,55,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
115,103221,0,0,2,55,0,0,25,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
116,103222,0,0,2,55,0,0,40,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
117,103300,0,0,3,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
118,103301,0,0,3,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
119,103302,0,0,3,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
120,103310,0,0,3,70,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132000
121,103311,0,0,3,70,0,0,20,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132100
122,103312,0,0,3,70,0,0,45,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132200
123,103320,0,0,3,85,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132000
124,103321,0,0,3,85,0,0,35,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132100
125,103322,0,0,3,85,0,0,60,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,132200
126,103400,0,0,4,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
127,103401,0,0,4,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
128,103402,0,0,4,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
129,103410,0,0,4,100,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133000
130,103411,0,0,4,100,0,0,30,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133100
131,103412,0,0,4,100,0,0,65,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133200
132,103420,0,0,4,115,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133000
133,103421,0,0,4,115,0,0,45,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133100
134,103422,0,0,4,115,0,0,80,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133200
135,103430,0,0,4,125,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133000
136,103431,0,0,4,125,0,0,55,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133100
137,103432,0,0,4,125,0,0,90,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,133200
138,103500,0,0,5,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,0
139,103501,0,0,5,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130100
140,103502,0,0,5,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,130200
141,103510,0,0,5,140,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134000
142,103511,0,0,5,140,0,0,60,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134100
143,103512,0,0,5,140,0,0,100,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134200
144,103520,0,0,5,155,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134000
145,103521,0,0,5,155,0,0,75,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134100
146,103522,0,0,5,155,0,0,115,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,134200
147,103530,0,0,5,170,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135000
148,103531,0,0,5,170,0,0,90,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135100
149,103532,0,0,5,170,0,0,130,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135200
150,103540,0,0,5,185,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135000
151,103541,0,0,5,185,0,0,105,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135100
152,103542,0,0,5,185,0,0,145,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,135200
153,104100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
154,104101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
155,104102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
156,104110,0,0,1,15,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
157,104111,0,0,1,15,0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
158,104112,0,0,1,15,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
159,104200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
160,104201,0,0,2,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
161,104202,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
162,104210,0,0,2,40,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
163,104211,0,0,2,40,0,0,0,10,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
164,104212,0,0,2,40,0,0,0,25,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
165,104220,0,0,2,55,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
166,104221,0,0,2,55,0,0,0,25,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
167,104222,0,0,2,55,0,0,0,40,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
168,104300,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
169,104301,0,0,3,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
170,104302,0,0,3,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
171,104310,0,0,3,70,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142000
172,104311,0,0,3,70,0,0,0,20,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142100
173,104312,0,0,3,70,0,0,0,45,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142200
174,104320,0,0,3,85,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142000
175,104321,0,0,3,85,0,0,0,35,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142100
176,104322,0,0,3,85,0,0,0,60,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,142200
177,104400,0,0,4,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
178,104401,0,0,4,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
179,104402,0,0,4,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
180,104410,0,0,4,100,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143000
181,104411,0,0,4,100,0,0,0,30,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143100
182,104412,0,0,4,100,0,0,0,65,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143200
183,104420,0,0,4,115,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143000
184,104421,0,0,4,115,0,0,0,45,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143100
185,104422,0,0,4,115,0,0,0,80,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143200
186,104430,0,0,4,125,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143000
187,104431,0,0,4,125,0,0,0,55,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143100
188,104432,0,0,4,125,0,0,0,90,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,143200
189,104500,0,0,5,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,0
190,104501,0,0,5,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140100
191,104502,0,0,5,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,140200
192,104510,0,0,5,140,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,144000
193,104511,0,0,5,140,0,0,0,60,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,144100
194,104512,0,0,5,140,0,0,0,100,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,144200
195,104520,0,0,5,155,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,144000
196,104521,0,0,5,155,0,0,0,75,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,144100
