index,skill_id,code,name,description,v0,v1,f0,f1,v2,v3
23,20008,SK020008,床板割り,両手で剣を握って強く打ち下ろし、地面の破片を飛ばして攻撃するスキル,22,22,1.0,1.401298464324817e-45,1,300
24,20009,SK020009,喧嘩上等,バットを片手でぐるぐる回した後両手で叩く,22,22,1.0,1.401298464324817e-45,1,300
25,20010,SK020010,極悪ホームラン,片手に唾を吐いた後、バットをつかんで相手を叩く,22,22,1.0,2.802596928649634e-45,1,300
26,20011,SK020011,ホーリースイング,ブレードを片手で高く掲げると空から光が零れ落ち、その光を受けたブレードで攻撃する,22,22,1.0,1.401298464324817e-45,1,300
27,20012,SK020012,切り,,0,0,0.0,0.0,0,0
28,20013,SK020013,手懐け,,0,0,0.0,0.0,0,0
29,20014,SK020014,エアスラッシュ,動作がとても早く、刀身の軌跡のきらめきしか見えない。脅威的な三段攻撃が印象的,22,22,1.0,1.401298464324817e-45,1,300
30,20015,SK020015,ソニックウエーブ,まるで嵐を起こすようにブレードを上下に振り回して衝撃波を飛ばすスキル,22,32,2.0,2.802596928649634e-45,1,450
31,20016,SK020016,ドライビングカット,突きに回転力を加えてより致命的な一撃を飛ばすスキル,22,22,1.0,1.401298464324817e-45,1,200
32,20017,SK020017,デンジャラスクロス,十文字に打ち下ろす攻撃。愛嬌のあるポーズだが油断すると酷い目にあう,22,22,1.0,1.401298464324817e-45,1,300
33,20018,SK020018,ジャガーノートブレイク,圧倒的に重い武器を地面に打ち下ろし、周辺に地震を起こして攻撃するスキル,22,22,2.0,1.401298464324817e-45,1,300
34,20019,SK020019,カッティングサンダー,,0,0,0.0,0.0,0,0
35,20020,SK020020,シャワーブルロウィング,,0,0,0.0,0.0,0,0
36,20021,SK020021,エレクトリックストーム,ビームセイバーを地面に刺して、巻き起こる磁気嵐で相手を攻撃する,22,22,1.0,1.401298464324817e-45,1,300
37,20022,SK020022,一閃,全身の気を集中し、瞬間的に非常に早く前方を切り裂くスキル。,22,22,1.0,1.401298464324817e-45,1,300
38,20023,SK020023,三殺法,凄まじい速度で踏み込みで、加速した刃の軌跡をそのまま利用、目にも止まらないスピードで敵を切り裂くスキル,22,22,1.0,2.802596928649634e-45,1,600
39,20024,SK020024,ヨギョックチァム,,0,0,0.0,0.0,0,0
40,20025,SK020025,イルギョックチァム,,0,0,0.0,0.0,0,0
41,20026,SK020026,一撃必殺,,0,0,0.0,0.0,0,0
42,20027,SK020027,天地割る,,0,0,0.0,0.0,0,0
43,20028,SK020028,デスホイール,両腕で力強く X字の軌跡を描きながら切り裂くスキル,22,22,1.0,1.401298464324817e-45,1,300
44,20029,SK020029,パーフェクトストーム,,22,22,1.0,1.401298464324817e-45,1,300
45,20030,SK020030,カロチン☆ロケット,,22,22,1.0,1.401298464324817e-45,1,300
46,20031,SK020031,殴り飛ばす,,0,0,0.0,0.0,0,0
47,20032,SK020032,ビックリヘッドバット,床からピエロが飛び出す,22,22,1.0,1.401298464324817e-45,1,300
48,20033,SK020033,ブレイカーダウン,6個の蛍光灯がスパークして敵を攻撃する,22,22,1.0,1.401298464324817e-45,1,300
49,30101,SK030101,ボクシング型グローブ基本攻撃 1,ボクシング型グローブ基本攻撃 1回目だ。,22,22,1.0,0.0,1,81
50,30102,SK030102,ボクシング型グローブ基本攻撃 2,ボクシング型グローブ基本攻撃 2回目だ。,22,22,1.0,0.0,1,77
51,30103,SK030103,ボクシング型グローブ基本攻撃 3,ボクシング型グローブ基本攻撃 3回目だ。,22,22,1.0,0.0,1,72
52,30104,SK030104,ボクシング型グローブ基本攻撃 4,ボクシング型グローブ基本攻撃 4回目だ。,22,22,1.0,0.0,1,143
53,30201,SK030201,拳法型グローブ基本攻撃 1,拳法型グローブ基本攻撃 1回目だ。,22,22,1.0,0.0,1,81
54,30202,SK030202,拳法型グローブ基本攻撃 2,拳法型グローブ基本攻撃 2回目だ。,22,22,1.0,0.0,1,77
55,30203,SK030203,拳法型グローブ基本攻撃 3,拳法型グローブ基本攻撃 3回目だ。,22,22,1.0,0.0,1,72
56,30204,SK030204,拳法型グローブ基本攻撃 4,拳法型グローブ基本攻撃 4回目だ。,22,22,1.0,0.0,1,143
57,30301,SK030301,クロー型グローブ基本攻撃 1,クロー型グローブ基本攻撃 1回目だ。,22,22,1.0,0.0,1,81
58,30302,SK030302,クロー型グローブ基本攻撃 2,クロー型グローブ基本攻撃 2回目だ。,22,22,1.0,0.0,1,77
59,30303,SK030303,クロー型グローブ基本攻撃 3,クロー型グローブ基本攻撃 3回目だ。,22,22,1.0,0.0,1,72
60,30304,SK030304,クロー型グローブ基本攻撃 4,クロー型グローブ基本攻撃 4回目だ。,22,22,1.0,0.0,1,143
61,30401,SK030401,ヘビーギアー型グローブ基本攻撃 1,ヘビーギアー型グローブ基本攻撃 1回目だ。,22,22,1.0,0.0,1,100
62,30402,SK030402,ヘビーギアー型グローブ基本攻撃 2,ヘビーギアー型グローブ基本攻撃 2回目だ。,22,22,1.0,0.0,1,100
63,30403,SK030403,ヘビーギアー型グローブ基本攻撃 3,ヘビーギアー型グローブ基本攻撃 3回目だ。,22,22,1.0,0.0,1,100
64,30404,SK030404,ヘビーギアー型グローブ基本攻撃 4,ヘビーギアー型グローブ基本攻撃 4回目だ。,22,22,1.0,0.0,1,100
65,40001,SK040001,ライジングアッパー,拳を振り回して周辺の敵を攻撃する。,22,22,2.0,1.401298464324817e-45,1,300
66,40002,SK040002,浩然爆裂弾,右手を大きく振り回し、球形の気の塊を飛ばすスキル,22,22,2.0,2.802596928649634e-45,2,550
67,40003,SK040003,ザリン爆熱拳,片手に気を溜めて、地面に打ち下ろして衝撃波で攻撃するスキル,22,22,2.0,1.401298464324817e-45,1,200
68,40004,SK040004,馬具馬具引っ掻く,,22,22,0.0,0.0,0,0
69,40005,SK040005,真空引っ掻く,,22,22,0.0,0.0,0,0
70,40006,SK040006,レインボーシャイン,二つの拳を交差させながら振り回し、敵を攻撃するスキル。当たった対象を後に押し出す,22,22,1.0,1.401298464324817e-45,1,450
71,40007,SK040007,マキシマショット,,0,0,0.0,0.0,0,0
72,40008,SK040008,フォーカードパンチ,4枚のカードを空中に投げた後それを操って攻撃するスキル,22,22,1.0,1.401298464324817e-45,1,300
73,40009,SK040009,ロイヤルストレート,5段コンボのスキル。当たった対象を後に押し出す。(未実装),22,22,2.0,2.802596928649634e-45,1,600
74,40010,SK040010,ドリルスピンクロー,,22,22,1.0,1.401298464324817e-45,1,300
75,40011,SK040011,天方ドライブ,,22,22,1.0,1.401298464324817e-45,1,300
76,40012,SK040012,旋空斬,交差した腕から風を切ってビームが発射される,22,22,1.0,1.401298464324817e-45,1,300
77,40013,SK040013,キョジュウノアギト,手を合わせると拳に口が現われ、敵を食い千切る,22,22,1.0,1.401298464324817e-45,1,300
78,40014,SK040014,コークスクリュードリル,地軸の力を利用して相手を破壊するスキル,22,22,1.0,1.401298464324817e-45,1,300
79,40015,SK040015,ギガンティックボルト,,0,0,0.0,0.0,0,0
80,40016,SK040016,フェニックスストライク,,22,22,1.0,1.401298464324817e-45,1,500
81,40017,SK040017,快刀一撃,両手を掲げ、交差させながら振り下ろし、Ｘ型の攻撃を飛ばす,22,22,1.0,1.401298464324817e-45,1,300
82,40018,SK040018,快刀乱打,10段コンボ,22,22,2.0,2.802596928649634e-45,1,450
83,40019,SK040019,デュアルチャージング,,0,0,0.0,0.0,0,0
84,40020,SK040020,ヴァイパーフック,,22,22,1.0,1.401298464324817e-45,1,200
85,40021,SK040021,ヴァイパーブロー,,22,22,1.0,2.802596928649634e-45,1,332
86,40022,SK040022,飯綱落とし,ジャンプ空中投げ,22,22,1.0,1.401298464324817e-45,1,300
87,40023,SK040023,イーグルタロン,鋭いツメで敵を引き裂く,22,22,1.0,1.401298464324817e-45,1,300
88,40024,SK040024,マンモスブレーキ,,0,0,0.0,0.0,0,0
89,40025,SK040025,泰山壊す,,0,0,0.0,0.0,0,0
90,40026,SK040026,デストロイヤー,,0,0,0.0,0.0,0,0
91,40027,SK040027,オルティミッランチャー,,0,0,0.0,0.0,0,0
92,40028,SK040028,スパイラルブロー,アッパーカットを打つと竜巻が飛んでいく,22,22,1.0,1.401298464324817e-45,1,150
93,40029,SK040029,クレージードライブ,,0,0,0.0,0.0,0,0
94,40030,SK040030,浩然気弾,洋酒墨を取り合って球の中で打ち下ろすスキル,22,22,1.0,1.401298464324817e-45,1,300
95,40031,SK040031,ライダークラッシュ,２つのタイヤを発射して攻撃するスキル,22,22,1.0,1.401298464324817e-45,1,300
96,50101,SK050101,クラシックダンス型ミューラ基本攻撃 1,クラシックダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,115
97,50102,SK050102,クラシックダンス型ミューラ基本攻撃 2,クラシックダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,115
98,50103,SK050103,クラシックダンス型ミューラ基本攻撃 3,クラシックダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,115
99,50104,SK050104,クラシックダンス型ミューラ基本攻撃 4,クラシックダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,167
100,50201,SK050201,キュートダンス型ミューラ基本攻撃 1,キュートダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,115
101,50202,SK050202,キュートダンス型ミューラ基本攻撃 2,キュートダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,115
102,50203,SK050203,キュートダンス型ミューラ基本攻撃 3,キュートダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,115
103,50204,SK050204,キュートダンス型ミューラ基本攻撃 4,キュートダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,167
104,50301,SK050301,セクシーダンス型ミューラ基本攻撃 1,セクシーダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,115
105,50302,SK050302,セクシーダンス型ミューラ基本攻撃 2,セクシーダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,115
106,50303,SK050303,セクシーダンス型ミューラ基本攻撃 3,セクシーダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,115
107,50304,SK050304,セクシーダンス型ミューラ基本攻撃 4,セクシーダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,167
108,50401,SK050401,ファニーダンス型ミューラ基本攻撃 1,ファニーダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,115
109,50402,SK050402,ファニーダンス型ミューラ基本攻撃 2,ファニーダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,115
110,50403,SK050403,ファニーダンス型ミューラ基本攻撃 3,ファニーダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,115
111,50404,SK050404,ファニーダンス型ミューラ基本攻撃 4,ファニーダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,167
112,50501,SK050501,ファンキーダンス型ミューラ基本攻撃 1,ファンキーダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,115
113,50502,SK050502,ファンキーダンス型ミューラ基本攻撃 2,ファンキーダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,115
114,50503,SK050503,ファンキーダンス型ミューラ基本攻撃 3,ファンキーダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,115
115,50504,SK050504,ファンキーダンス型ミューラ基本攻撃 4,ファンキーダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,167
116,50601,SK050601,パワフルダンス型ミューラ基本攻撃 1,パワフルダンス型ミューラ基本攻撃 1回目だ。,22,22,1.0,0.0,3,100
117,50602,SK050602,パワフルダンス型ミューラ基本攻撃 2,パワフルダンス型ミューラ基本攻撃 2回目だ。,22,22,1.0,0.0,3,100
118,50603,SK050603,パワフルダンス型ミューラ基本攻撃 3,パワフルダンス型ミューラ基本攻撃 3回目だ。,22,22,1.0,0.0,3,100
119,50604,SK050604,パワフルダンス型ミューラ基本攻撃 4,パワフルダンス型ミューラ基本攻撃 4回目だ。,22,22,1.0,0.0,3,282
120,60001,SK060001,オーケストラブロー,自分を中心に周囲の敵を攻撃する,22,0,2.0,1.401298464324817e-45,0,400
121,60002,SK060002,癒しのリズム,弱い範囲回復,9,0,1.0,1.401298464324817e-45,0,0
122,60003,SK060003,シャーマンベル,弱い範囲音波攻撃,22,0,2.0,1.401298464324817e-45,0,400
123,60004,SK060004,情熱のエチュード,,0,0,0.0,0.0,0,0
124,60005,SK060005,ウィークビートボックス,,9,0,2.0,1.401298464324817e-45,0,0
125,60006,SK060006,リーピングブロー,,22,0,2.0,1.401298464324817e-45,0,400
126,60007,SK060007,フラッフィモーション,自分の周りの空気を浄化して、毒状態を解除するスキル,9,0,1.0,1.401298464324817e-45,0,0
127,60008,SK060008,リコリングウエーブ,清雅な音で心を浮き立たせ、素早くしてくれるスキル,9,0,1.0,1.401298464324817e-45,0,0
128,60009,SK060009,轟音のラプソディー,弱い範囲音波攻撃,22,0,1.0,1.401298464324817e-45,0,400
129,60010,SK060010,静寂のバイオリーノ,心を落ち着かせ、心身を回復させる効果があるスキル,9,0,3.0,1.401298464324817e-45,0,0
130,60011,SK060011,チェルニー・100番,,22,0,2.0,1.401298464324817e-45,0,400
131,60012,SK060012,ボサノチャチャ,,22,0,2.0,1.401298464324817e-45,0,400
132,60013,SK060013,クラリネーロ,,22,0,2.0,1.401298464324817e-45,0,400
133,60014,SK060014,フリージングモーション,,22,0,2.0,1.401298464324817e-45,0,400
134,60015,SK060015,酔八仙,一撃で酔いが醒めるほどの強烈な衝撃波,22,0,2.0,1.401298464324817e-45,0,400
135,60016,SK060016,酔明星,未定,9,0,2.0,1.401298464324817e-45,0,0
136,60017,SK060017,知己デ－ギチェック,,0,0,0.0,0.0,0,0
137,60018,SK060018,スピンスクラッチ,,0,0,0.0,0.0,0,0
138,60019,SK060019,マクスターラッピング,,0,0,0.0,0.0,0,0
139,60020,SK060020,ファンキーブギ,,22,0,2.0,1.401298464324817e-45,0,400
140,60021,SK060021,ジグゼグラック,,0,0,0.0,0.0,0,0
141,60022,SK060022,マグネチックウエーブ,,0,0,0.0,0.0,0,0
142,60023,SK060023,天上の息吹,天使に変身し、周辺を歩き回りながら祝福のパウダーを振り撒く,9,0,1.0,1.401298464324817e-45,0,0
143,60024,SK060024,ディバインボイス,空に祈るように手を広げて聖歌を呼ぶ,22,0,2.0,1.401298464324817e-45,0,400
144,60025,SK060025,インフェルノ,,0,0,0.0,0.0,0,0
145,60026,SK060026,フレームロード,,0,0,0.0,0.0,0,0
146,60027,SK060027,ウタングカダンス,,0,0,0.0,0.0,0,0
147,60028,SK060028,カーニバルフィーバー,頭の上に骸骨が現われて周りを見回して消える,22,0,1.0,1.401298464324817e-45,0,400
148,60029,SK060029,フローバー,音波で周辺の敵を攻撃するスキル,22,0,2.0,1.401298464324817e-45,0,400
149,60030,SK060030,ファンタジア,音波で周辺の敵を攻撃するスキル,22,0,2.0,1.401298464324817e-45,0,400
150,60031,SK060031,騒音のセレナーデ,ウエーブが不規則に四方八方に飛んで行くスキル。時々麻痺の効果を伴う。,22,0,2.0,2.802596928649634e-45,0,800
151,60032,SK060032,朝の歌,音波で周辺の敵を攻撃するスキル,22,0,2.0,1.401298464324817e-45,0,400
152,70101,SK070101,指示型スピリット基本攻撃 1,指示型スピリット基本攻撃 1回目だ。,22,22,1.0,0.0,5,115
153,70102,SK070102,指示型スピリット基本攻撃 2,指示型スピリット基本攻撃 2回目だ。,22,22,1.0,0.0,5,115
154,70103,SK070103,指示型スピリット基本攻撃 3,指示型スピリット基本攻撃 3回目だ。,22,22,1.0,0.0,5,115
155,70104,SK070104,指示型スピリット基本攻撃 4,指示型スピリット基本攻撃 4回目だ。,22,22,1.0,0.0,5,167
156,70201,SK070201,軽く身を曲げる型スピリット基本攻撃 1,軽く身を曲げる型スピリット基本攻撃 1回目だ。,22,22,1.0,0.0,5,115
157,70202,SK070202,軽く身を曲げる型スピリット基本攻撃 2,軽く身を曲げる型スピリット基本攻撃 2回目だ。,22,22,1.0,0.0,5,115
158,70203,SK070203,軽く身を曲げる型スピリット基本攻撃 3,軽く身を曲げる型スピリット基本攻撃 3回目だ。,22,22,1.0,0.0,5,115
159,70204,SK070204,軽く身を曲げる型スピリット基本攻撃 4,軽く身を曲げる型スピリット基本攻撃 4回目だ。,22,22,1.0,0.0,5,167
160,70301,SK070301,変種指示型スピリット基本攻撃 1,変種指示型スピリット基本攻撃 1回目だ。,22,22,1.0,0.0,5,115
161,70302,SK070302,変種指示型スピリット基本攻撃 2,変種指示型スピリット基本攻撃 2回目だ。,22,22,1.0,0.0,5,115
162,70303,SK070303,変種指示型スピリット基本攻撃 3,変種指示型スピリット基本攻撃 3回目だ。,22,22,1.0,0.0,5,115
163,70304,SK070304,変種指示型スピリット基本攻撃 4,変種指示型スピリット基本攻撃 4回目だ。,22,22,1.0,0.0,5,167
164,80001,SK080001,アクアドロップ,水の精霊を召喚して敵の頭上に落とす。,22,32,3.0,1.401298464324817e-45,5,800
165,80002,SK080002,ファイアドロップ,サラマンダーを召喚して敵を攻撃する。,22,32,3.0,1.401298464324817e-45,5,800
166,80003,SK080003,スネークチェーン,ヘビの特性を生かした攻撃スキル,22,32,3.0,1.401298464324817e-45,5,800
167,80004,SK080004,レクイエムバスター,,22,32,3.0,1.401298464324817e-45,5,800
168,80005,SK080005,ホーリースピリット,一定時間本人の防御力を増加させる。,1,0,2.5,2.802596928649634e-45,0,0
169,80006,SK080006,木霊の叫び,キャラクターの前に木の精霊が現われて大きい声で叫ぶ。その衝撃波で小さな打撃を与える,22,32,3.0,1.401298464324817e-45,5,800
170,80007,SK080007,バットアロー,,22,32,3.0,1.401298464324817e-45,5,800
171,80008,SK080008,ライフセーバー,,0,0,0.0,0.0,0,0
172,80009,SK080009,絨毯爆撃,爆弾を投げてから 3秒間火が燃え上がって、その後爆発する。あまり近くにいるとキャラクターも傷つく,22,32,3.0,1.401298464324817e-45,5,800
173,80010,SK080010,奈落之焔,エネルギー波で床を崩壊させる,22,32,2.0,1.401298464324817e-45,5,800
174,80011,SK080011,夜叉招来,上半身は棒を持った鬼、下半身は雲になっている夜叉が現われ、叩きつけるように攻撃する,22,32,3.0,1.401298464324817e-45,5,800
175,80012,SK080012,アイスウエーブ,,0,0,0.0,0.0,0,0
176,80013,SK080013,使える英単語,スピリットから大きな本を取り出して単語を覚えると、単語が現われて攻撃する,22,32,2.0,1.401298464324817e-45,5,800
177,80014,SK080014,ヴァルキリースピア,女戦士ヴァルキリーを召喚して敵を攻撃させるスキル,22,32,3.0,1.401298464324817e-45,5,800
178,80015,SK080015,サモンセラフィム,,22,32,2.0,1.401298464324817e-45,5,800
179,80016,SK080016,バトルウイナー,,0,0,0.0,0.0,0,0
180,80017,SK080017,トゥインクルジェム,きらめく宝石が敵に近付いて爆発する,22,32,2.0,1.401298464324817e-45,5,800
181,80018,SK080018,ブルーホープナイト,敵の周りに闇の帳が下りてダメージを与える,22,32,2.0,2.802596928649634e-45,5,800
182,80019,SK080019,アパッチの旗,,0,0,0.0,0.0,0,0
183,80020,SK080020,アパッチスタップ,,0,0,0.0,0.0,0,0
184,80021,SK080021,デトネーション,,0,0,0.0,0.0,0,0
185,80022,SK080022,デスペラード,,0,0,0.0,0.0,0,0
186,80023,SK080023,インキュバス,,0,0,0.0,0.0,0,0
187,80024,SK080024,エターナルドリーム,,0,0,0.0,0.0,0,0
188,80025,SK080025,ジェノサイドカッター,,0,0,0.0,0.0,0,0
189,80026,SK080026,修飾完成する,,0,0,0.0,0.0,0,0
190,80027,SK080027,エクソシズム,,22,32,3.0,1.401298464324817e-45,5,800
191,80028,SK080028,タートルネック,,1,0,1.0,1.401298464324817e-45,0,0
192,80029,SK080029,エンドレスナイトメア,床から多数の鉄のトゲが飛び出す,22,32,2.0,1.401298464324817e-45,5,800
