item_id,code,name,desc,extra,i0,i1,i2,i3
101301,rs_G3100,珊瑚・刀源石 1-B,キラキラ輝く自然の珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101302,rs_G3100,珊瑚・刀源石 1-A,力強く輝く自然の珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101310,rs_G3101,珊瑚・刀源石 2-C,ほのかに輝く磨かれた珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101311,rs_G3101,珊瑚・刀源石 2-B,キラキラ輝く磨かれた珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101312,rs_G3101,珊瑚・刀源石 2-A,力強く輝く磨かれた珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101320,rs_G3102,珊瑚・刀源石 3-C,ほのかに輝く大きな珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101321,rs_G3102,珊瑚・刀源石 3-B,キラキラ輝く大きな珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101322,rs_G3102,珊瑚・刀源石 3-A,力強く輝く大きな珊瑚。ブレードに装着する。3年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,9,0,5,0
101400,rs_G4100,黄玉・刀源石 1-C,ほのかに輝くトパーズのかけら。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101401,rs_G4100,黄玉・刀源石 1-B,キラキラ輝くトパーズのかけら。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101402,rs_G4100,黄玉・刀源石 1-A,力強く輝くトパーズのかけら。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101410,rs_G4101,黄玉・刀源石 2-C,ほのかに輝く小さなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101411,rs_G4101,黄玉・刀源石 2-B,キラキラ輝く小さなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101412,rs_G4101,黄玉・刀源石 2-A,力強く輝く小さなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101420,rs_G4102,黄玉・刀源石 3-C,ほのかに輝くトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101421,rs_G4102,黄玉・刀源石 3-B,キラキラ輝くトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101422,rs_G4102,黄玉・刀源石 3-A,力強く輝くトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101430,rs_G4103,黄玉・刀源石 4-C,ほのかに輝く大きなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101431,rs_G4103,黄玉・刀源石 4-B,キラキラ輝く大きなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101432,rs_G4103,黄玉・刀源石 4-A,力強く輝く大きなトパーズ。ブレードに装着する。4年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,10,0,5,0
101500,rs_G5100,紫玉・刀源石 1-C,ほのかに輝くアメシストのかけら。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101501,rs_G5100,紫玉・刀源石 1-B,キラキラ輝くアメシストのかけら。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101502,rs_G5100,紫玉・刀源石 1-A,力強く輝くアメシストのかけら。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101510,rs_G5101,紫玉・刀源石 2-C,ほのかに輝くアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101511,rs_G5101,紫玉・刀源石 2-B,キラキラ輝くアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101512,rs_G5101,紫玉・刀源石 2-A,力強く輝くアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101520,rs_G5102,紫玉・刀源石 3-C,ほのかに輝く大きなアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101521,rs_G5102,紫玉・刀源石 3-B,キラキラ輝く大きなアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101522,rs_G5102,紫玉・刀源石 3-A,力強く輝く大きなアメシスト。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101530,rs_G5103,紅玉・刀源石 1-C,ほのかに輝くルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101531,rs_G5103,紅玉・刀源石 1-B,キラキラ輝くルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101532,rs_G5103,紅玉・刀源石 1-A,力強く輝くルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101540,rs_G5104,紅玉・刀源石 2-C,ほのかに輝く大きなルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101541,rs_G5104,紅玉・刀源石 2-B,キラキラ輝く大きなルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
101542,rs_G5104,紅玉・刀源石 2-A,力強く輝く大きなルビー。ブレードに装着する。5年生用。<br>(パワーゲージ最大値 +1),ブレードを強化,11,0,5,0
102100,rs_G1100,翡翠・拳源石 1-C,ほのかに輝く翡翠のかけら。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102101,rs_G1100,翡翠・拳源石 1-B,キラキラ輝く翡翠のかけら。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102102,rs_G1100,翡翠・拳源石 1-A,力強く輝く翡翠のかけら。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102110,rs_G1101,翡翠・拳源石 2-C,ほのかに輝く翡翠。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102111,rs_G1101,翡翠・拳源石 2-B,キラキラ輝く翡翠。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102112,rs_G1101,翡翠・拳源石 2-A,力強く輝く翡翠。グローブに装着する。1年生用。<br>(パワーゲージ最大値 +1),グローブを強化,7,0,5,0
102200,rs_G2100,緑柱・拳源石 1-C,ほのかに輝くエメラルドのかけら。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102201,rs_G2100,緑柱・拳源石 1-B,キラキラ輝くエメラルドのかけら。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102202,rs_G2100,緑柱・拳源石 1-A,力強く輝くエメラルドのかけら。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102210,rs_G2101,緑柱・拳源石 2-C,ほのかに輝くエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102211,rs_G2101,緑柱・拳源石 2-B,キラキラ輝くエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102212,rs_G2101,緑柱・拳源石 2-A,力強く輝くエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102220,rs_G2102,緑柱・拳源石 3-C,ほのかに輝く大きなエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102221,rs_G2102,緑柱・拳源石 3-B,キラキラ輝く大きなエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102222,rs_G2102,緑柱・拳源石 3-A,力強く輝く大きなエメラルド。グローブに装着する。2年生用。<br>(パワーゲージ最大値 +1),グローブを強化,8,0,5,0
102300,rs_G3100,珊瑚・拳源石 1-C,ほのかに輝く自然の珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102301,rs_G3100,珊瑚・拳源石 1-B,キラキラ輝く自然の珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102302,rs_G3100,珊瑚・拳源石 1-A,力強く輝く自然の珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102310,rs_G3101,珊瑚・拳源石 2-C,ほのかに輝く磨かれた珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102311,rs_G3101,珊瑚・拳源石 2-B,キラキラ輝く磨かれた珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102312,rs_G3101,珊瑚・拳源石 2-A,力強く輝く磨かれた珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102320,rs_G3102,珊瑚・拳源石 3-C,ほのかに輝く大きな珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102321,rs_G3102,珊瑚・拳源石 3-B,キラキラ輝く大きな珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102322,rs_G3102,珊瑚・拳源石 3-A,力強く輝く大きな珊瑚。グローブに装着する。3年生用。<br>(パワーゲージ最大値 +1),グローブを強化,9,0,5,0
102400,rs_G4100,黄玉・拳源石 1-C,ほのかに輝くトパーズのかけら。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102401,rs_G4100,黄玉・拳源石 1-B,キラキラ輝くトパーズのかけら。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102402,rs_G4100,黄玉・拳源石 1-A,力強く輝くトパーズのかけら。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102410,rs_G4101,黄玉・拳源石 2-C,ほのかに輝く小さなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102411,rs_G4101,黄玉・拳源石 2-B,キラキラ輝く小さなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102412,rs_G4101,黄玉・拳源石 2-A,力強く輝く小さなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102420,rs_G4102,黄玉・拳源石 3-C,ほのかに輝くトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102421,rs_G4102,黄玉・拳源石 3-B,キラキラ輝くトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102422,rs_G4102,黄玉・拳源石 3-A,力強く輝くトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102430,rs_G4103,黄玉・拳源石 4-C,ほのかに輝く大きなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102431,rs_G4103,黄玉・拳源石 4-B,キラキラ輝く大きなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102432,rs_G4103,黄玉・拳源石 4-A,力強く輝く大きなトパーズ。グローブに装着する。4年生用。<br>(パワーゲージ最大値 +1),グローブを強化,10,0,5,0
102500,rs_G5100,紫玉・拳源石 1-C,ほのかに輝くアメシストのかけら。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102501,rs_G5100,紫玉・拳源石 1-B,キラキラ輝くアメシストのかけら。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102502,rs_G5100,紫玉・拳源石 1-A,力強く輝くアメシストのかけら。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102510,rs_G5101,紫玉・拳源石 2-C,ほのかに輝くアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102511,rs_G5101,紫玉・拳源石 2-B,キラキラ輝くアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102512,rs_G5101,紫玉・拳源石 2-A,力強く輝くアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102520,rs_G5102,紫玉・拳源石 3-C,ほのかに輝く大きなアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102521,rs_G5102,紫玉・拳源石 3-B,キラキラ輝く大きなアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102522,rs_G5102,紫玉・拳源石 3-A,力強く輝く大きなアメシスト。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102530,rs_G5103,紅玉・拳源石 1-C,ほのかに輝くルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102531,rs_G5103,紅玉・拳源石 1-B,キラキラ輝くルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102532,rs_G5103,紅玉・拳源石 1-A,力強く輝くルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102540,rs_G5104,紅玉・拳源石 2-C,ほのかに輝く大きなルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102541,rs_G5104,紅玉・拳源石 2-B,キラキラ輝く大きなルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
102542,rs_G5104,紅玉・拳源石 2-A,力強く輝く大きなルビー。グローブに装着する。5年生用。<br>(パワーゲージ最大値 +1),グローブを強化,11,0,5,0
103100,rs_G1100,翡翠・音源石 1-C,ほのかに輝く翡翠のかけら。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103101,rs_G1100,翡翠・音源石 1-B,キラキラ輝く翡翠のかけら。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103102,rs_G1100,翡翠・音源石 1-A,力強く輝く翡翠のかけら。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103110,rs_G1101,翡翠・音源石 2-C,ほのかに輝く翡翠。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103111,rs_G1101,翡翠・音源石 2-B,キラキラ輝く翡翠。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103112,rs_G1101,翡翠・音源石 2-A,力強く輝く翡翠。ミューラに装着する。1年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,7,0,5,0
103200,rs_G2100,緑柱・音源石 1-C,ほのかに輝くエメラルドのかけら。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103201,rs_G2100,緑柱・音源石 1-B,キラキラ輝くエメラルドのかけら。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103202,rs_G2100,緑柱・音源石 1-A,力強く輝くエメラルドのかけら。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103210,rs_G2101,緑柱・音源石 2-C,ほのかに輝くエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103211,rs_G2101,緑柱・音源石 2-B,キラキラ輝くエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103212,rs_G2101,緑柱・音源石 2-A,力強く輝くエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103220,rs_G2102,緑柱・音源石 3-C,ほのかに輝く大きなエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103221,rs_G2102,緑柱・音源石 3-B,キラキラ輝く大きなエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103222,rs_G2102,緑柱・音源石 3-A,力強く輝く大きなエメラルド。ミューラに装着する。2年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,8,0,5,0
103300,rs_G3100,珊瑚・音源石 1-C,ほのかに輝く自然の珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103301,rs_G3100,珊瑚・音源石 1-B,キラキラ輝く自然の珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103302,rs_G3100,珊瑚・音源石 1-A,力強く輝く自然の珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103310,rs_G3101,珊瑚・音源石 2-C,ほのかに輝く磨かれた珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103311,rs_G3101,珊瑚・音源石 2-B,キラキラ輝く磨かれた珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103312,rs_G3101,珊瑚・音源石 2-A,力強く輝く磨かれた珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103320,rs_G3102,珊瑚・音源石 3-C,ほのかに輝く大きな珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103321,rs_G3102,珊瑚・音源石 3-B,キラキラ輝く大きな珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103322,rs_G3102,珊瑚・音源石 3-A,力強く輝く大きな珊瑚。ミューラに装着する。3年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,9,0,5,0
103400,rs_G4100,黄玉・音源石 1-C,ほのかに輝くトパーズのかけら。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103401,rs_G4100,黄玉・音源石 1-B,キラキラ輝くトパーズのかけら。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103402,rs_G4100,黄玉・音源石 1-A,力強く輝くトパーズのかけら。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103410,rs_G4101,黄玉・音源石 2-C,ほのかに輝く小さなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103411,rs_G4101,黄玉・音源石 2-B,キラキラ輝く小さなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103412,rs_G4101,黄玉・音源石 2-A,力強く輝く小さなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103420,rs_G4102,黄玉・音源石 3-C,ほのかに輝くトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103421,rs_G4102,黄玉・音源石 3-B,キラキラ輝くトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103422,rs_G4102,黄玉・音源石 3-A,力強く輝くトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103430,rs_G4103,黄玉・音源石 4-C,ほのかに輝く大きなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103431,rs_G4103,黄玉・音源石 4-B,キラキラ輝く大きなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103432,rs_G4103,黄玉・音源石 4-A,力強く輝く大きなトパーズ。ミューラに装着する。4年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,10,0,5,0
103500,rs_G5100,紫玉・音源石 1-C,ほのかに輝くアメシストのかけら。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103501,rs_G5100,紫玉・音源石 1-B,キラキラ輝くアメシストのかけら。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103502,rs_G5100,紫玉・音源石 1-A,力強く輝くアメシストのかけら。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103510,rs_G5101,紫玉・音源石 2-C,ほのかに輝くアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103511,rs_G5101,紫玉・音源石 2-B,キラキラ輝くアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103512,rs_G5101,紫玉・音源石 2-A,力強く輝くアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103520,rs_G5102,紫玉・音源石 3-C,ほのかに輝く大きなアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103521,rs_G5102,紫玉・音源石 3-B,キラキラ輝く大きなアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103522,rs_G5102,紫玉・音源石 3-A,力強く輝く大きなアメシスト。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103530,rs_G5103,紅玉・音源石 1-C,ほのかに輝くルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103531,rs_G5103,紅玉・音源石 1-B,キラキラ輝くルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103532,rs_G5103,紅玉・音源石 1-A,力強く輝くルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103540,rs_G5104,紅玉・音源石 2-C,ほのかに輝く大きなルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103541,rs_G5104,紅玉・音源石 2-B,キラキラ輝く大きなルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
103542,rs_G5104,紅玉・音源石 2-A,力強く輝く大きなルビー。ミューラに装着する。5年生用。<br>(パワーゲージ最大値 +1),ミューラを強化,11,0,5,0
104100,rs_G1100,翡翠・精源石 1-C,ほのかに輝く翡翠のかけら。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104101,rs_G1100,翡翠・精源石 1-B,キラキラ輝く翡翠のかけら。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104102,rs_G1100,翡翠・精源石 1-A,力強く輝く翡翠のかけら。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104110,rs_G1101,翡翠・精源石 2-C,ほのかに輝く翡翠。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104111,rs_G1101,翡翠・精源石 2-B,キラキラ輝く翡翠。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104112,rs_G1101,翡翠・精源石 2-A,力強く輝く翡翠。スピリットに装着する。1年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,7,0,5,0
104200,rs_G2100,緑柱・精源石 1-C,ほのかに輝くエメラルドのかけら。スピリットに装着する。2年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,8,0,5,0
104201,rs_G2100,緑柱・精源石 1-B,キラキラ輝くエメラルドのかけら。スピリットに装着する。2年生用。<br>(パワーゲージ最大値 +1),スピリットを強化,8,0,5,0
