index,product_id,category_id
865,701,4
866,702,4
867,703,4
868,704,4
869,705,4
870,706,4
871,707,4
872,708,4
873,709,4
874,710,4
875,711,4
876,712,4
877,713,4
878,714,4
879,715,4
880,716,4
881,717,4
882,718,4
883,719,4
884,720,4
885,721,4
886,722,4
887,723,4
888,724,4
889,725,4
890,726,4
891,727,4
892,728,4
893,729,4
894,730,4
895,731,4
896,732,4
897,733,4
898,734,4
899,735,4
900,736,4
901,737,4
902,738,4
903,739,4
904,740,4
905,741,4
906,742,4
907,743,4
908,744,4
909,745,4
910,746,4
911,747,4
912,748,4
913,749,4
914,750,4
915,751,4
916,752,4
917,753,4
918,754,4
919,755,4
920,756,4
921,757,4
922,758,4
923,759,4
924,760,4
925,761,4
926,762,4
927,763,4
928,764,4
929,3102301,4
930,3102302,4
931,3102303,4
932,3102304,4
933,3102305,4
934,3102306,4
935,3102307,4
936,3102311,4
937,3102312,4
938,3102313,4
939,3102314,4
940,3102315,4
941,3102316,4
942,3102317,4
943,3102321,4
944,3102322,4
945,3102323,4
946,3102324,4
947,3102325,4
948,3102326,4
949,3102327,4
950,3102331,4
951,3102332,4
952,3102333,4
953,3102334,4
954,3102335,4
955,3102336,4
956,3102337,4
957,3102341,4
958,3102342,4
959,3102343,4
960,3102344,4
961,3102345,4
962,3102346,4
963,3102347,4
964,3102401,4
965,3102402,4
966,3102403,4
967,3102404,4
968,3102405,4
969,3102406,4
970,3102407,4
971,3102411,4
972,3102412,4
973,3102413,4
974,3102414,4
975,3102415,4
976,3102416,4
977,3102417,4
978,3102421,4
979,3102422,4
980,3102423,4
981,3102424,4
982,3102425,4
983,3102426,4
984,3102427,4
985,3102431,4
986,3102432,4
987,3102433,4
988,3102434,4
989,3102435,4
990,3102436,4
991,3102437,4
992,3102441,4
993,3102442,4
994,3102443,4
995,3102444,4
996,3102445,4
997,3102446,4
998,3102447,4
999,3102501,4
1000,3102502,4
1001,3102503,4
1002,3102504,4
1003,3102505,4
1004,3102506,4
1005,3102507,4
1006,3102511,4
1007,3102512,4
1008,3102513,4
1009,3102514,4
1010,3102515,4
1011,3102516,4
1012,3102517,4
1013,3102521,4
1014,3102522,4
1015,3102523,4
1016,3102524,4
1017,3102525,4
1018,3102526,4
1019,3102527,4
1020,3102531,4
1021,3102532,4
1022,3102533,4
1023,3102534,4
1024,3102535,4
1025,3102536,4
1026,3102537,4
1027,3102541,4
1028,3102542,4
1029,3102543,4
1030,3102544,4
1031,3102545,4
1032,3102546,4
1033,3102547,4
1034,3102601,4
1035,3102602,4
1036,3102603,4
1037,3102604,4
1038,3102605,4
1039,3102606,4
1040,3102607,4
1041,3102611,4
1042,3102612,4
1043,3102613,4
1044,3102614,4
1045,3102615,4
1046,3102616,4
1047,3102617,4
1048,3102621,4
1049,3102622,4
1050,3102623,4
1051,3102624,4
1052,3102625,4
1053,3102626,4
1054,3102627,4
1055,3102631,4
1056,3102632,4
1057,3102633,4
1058,3102634,4
1059,3102635,4
1060,3102636,4
1061,3102637,4
1062,3102641,4
1063,3102642,4
1064,3102643,4
1065,3102644,4
1066,3102645,4
1067,3102646,4
1068,3102647,4
1069,3202301,4
1070,3202302,4
1071,3202303,4
1072,3202304,4
1073,3202305,4
1074,3202306,4
1075,3202307,4
1076,3202311,4
1077,3202312,4
1078,3202313,4
1079,3202314,4
1080,3202315,4
1081,3202316,4
1082,3202317,4
1083,3202321,4
1084,3202322,4
1085,3202323,4
1086,3202324,4
1087,3202325,4
1088,3202326,4
1089,3202327,4
1090,3202331,4
1091,3202332,4
1092,3202333,4
1093,3202334,4
1094,3202335,4
1095,3202336,4
1096,3202337,4
1097,3202341,4
1098,3202342,4
1099,3202343,4
1100,3202344,4
1101,3202345,4
1102,3202346,4
1103,3202347,4
1104,3202401,4
1105,3202402,4
1106,3202403,4
1107,3202404,4
1108,3202405,4
1109,3202406,4
1110,3202407,4
1111,3202411,4
1112,3202412,4
1113,3202413,4
1114,3202414,4
1115,3202415,4
1116,3202416,4
1117,3202417,4
1118,3202421,4
1119,3202422,4
1120,3202423,4
1121,3202424,4
1122,3202425,4
1123,3202426,4
1124,3202427,4
1125,3202431,4
1126,3202432,4
1127,3202433,4
1128,3202434,4
1129,3202435,4
1130,3202436,4
1131,3202437,4
1132,3202441,4
1133,3202442,4
1134,3202443,4
1135,3202444,4
1136,3202445,4
1137,3202446,4
1138,3202447,4
1139,3202501,4
1140,3202502,4
1141,3202503,4
1142,3202504,4
1143,3202505,4
1144,3202506,4
1145,3202507,4
1146,3202511,4
1147,3202512,4
1148,3202513,4
1149,3202514,4
1150,3202515,4
1151,3202516,4
1152,3202517,4
1153,3202521,4
1154,3202522,4
1155,3202523,4
1156,3202524,4
1157,3202525,4
1158,3202526,4
1159,3202527,4
1160,3202531,4
1161,3202532,4
1162,3202533,4
1163,3202534,4
1164,3202535,4
1165,3202536,4
1166,3202537,4
1167,3202541,4
1168,3202542,4
1169,3202543,4
1170,3202544,4
1171,3202545,4
1172,3202546,4
1173,3202547,4
1174,3202601,4
1175,3202602,4
1176,3202603,4
1177,3202604,4
1178,3202605,4
1179,3202606,4
1180,3202607,4
1181,3202611,4
1182,3202612,4
1183,3202613,4
1184,3202614,4
1185,3202615,4
1186,3202616,4
1187,3202617,4
1188,3202621,4
1189,3202622,4
1190,3202623,4
1191,3202624,4
1192,3202625,4
1193,3202626,4
1194,3202627,4
1195,3202631,4
1196,3202632,4
1197,3202633,4
1198,3202634,4
1199,3202635,4
1200,3202636,4
1201,3202637,4
1202,3202641,4
1203,3202642,4
1204,3202643,4
1205,3202644,4
1206,3202645,4
1207,3202646,4
1208,3202647,4
1209,3102701,4
1210,3102711,4
1211,3102721,4
1212,3102731,4
1213,3102741,4
1214,3202701,4
1215,3202711,4
1216,3202721,4
1217,3202731,4
1218,3202741,4
1219,3102801,4
1220,3102811,4
1221,3102821,4
1222,3102831,4
1223,3102841,4
1224,3202801,4
1225,3202811,4
1226,3202821,4
1227,3202831,4
1228,3202841,4
1229,3102702,4
1230,3102712,4
1231,3102722,4
1232,3102732,4
1233,3102742,4
1234,3202702,4
1235,3202712,4
1236,3202722,4
1237,3202732,4
1238,3202742,4
1239,3102802,4
1240,3102812,4
1241,3102822,4
1242,3102832,4
1243,3102842,4
1244,3202802,4
1245,3202812,4
1246,3202822,4
1247,3202832,4
1248,3202842,4
1249,3102703,4
1250,3102713,4
1251,3102723,4
1252,3102733,4
1253,3102743,4
1254,3202703,4
1255,3202713,4
1256,3202723,4
1257,3202733,4
1258,3202743,4
1259,3102803,4
1260,3102813,4
1261,3102823,4
1262,3102833,4
1263,3102843,4
1264,3202803,4
1265,3202813,4
1266,3202823,4
1267,3202833,4
1268,3202843,4
1269,3102704,4
1270,3102714,4
1271,3102724,4
1272,3102734,4
1273,3102744,4
1274,3202704,4
1275,3202714,4
1276,3202724,4
1277,3202734,4
1278,3202744,4
1279,3102804,4
1280,3102814,4
1281,3102824,4
1282,3102834,4
1283,3102844,4
1284,3202804,4
1285,3202814,4
1286,3202824,4
1287,3202834,4
1288,3202844,4
1289,3102705,4
1290,3102715,4
1291,3102725,4
1292,3102735,4
1293,3102745,4
1294,3202705,4
1295,3202715,4
1296,3202725,4
1297,3202735,4
1298,3202745,4
1299,3102805,4
1300,3102815,4
1301,3102825,4
1302,3102835,4
1303,3102845,4
1304,3202805,4
1305,3202815,4
1306,3202825,4
1307,3202835,4
1308,3202845,4
1309,3102706,4
1310,3102716,4
1311,3102726,4
1312,3102736,4
1313,3102746,4
1314,3202706,4
1315,3202716,4
1316,3202726,4
1317,3202736,4
1318,3202746,4
1319,3102806,4
1320,3102816,4
1321,3102826,4
1322,3102836,4
1323,3102846,4
1324,3202806,4
1325,3202816,4
1326,3202826,4
1327,3202836,4
1328,3202846,4
1329,3102707,4
1330,3102717,4
1331,3102727,4
1332,3102737,4
1333,3102747,4
1334,3202707,4
1335,3202717,4
1336,3202727,4
1337,3202737,4
1338,3202747,4
1339,3102807,4
1340,3102817,4
1341,3102827,4
1342,3102837,4
1343,3102847,4
1344,3202807,4
1345,3202817,4
1346,3202827,4
1347,3202837,4
1348,3202847,4
1349,1100211,5
1350,1100212,5
1351,1100213,5
1352,1100214,5
1353,1100215,5
1354,1100216,5
1355,1100217,5
1356,1100231,5
1357,1100232,5
1358,1100233,5
1359,1100234,5
1360,1100235,5
1361,1100236,5
1362,1100237,5
1363,1100201,5
1364,1100202,5
1365,1100203,5
1366,1100204,5
1367,1100205,5
1368,1100206,5
1369,1100207,5
1370,1200131,5
1371,1200132,5
1372,1200133,5
1373,1200134,5
1374,1200135,5
1375,1200136,5
1376,1200137,5
1377,1200051,5
1378,1200052,5
1379,1200053,5
1380,1200054,5
1381,1200055,5
1382,1200056,5
1383,1200057,5
1384,1200061,5
1385,1200062,5
1386,1200063,5
1387,1200064,5
1388,1200065,5
1389,1200066,5
1390,1200067,5
1391,1300041,5
1392,1300042,5
1393,1300043,5
1394,1300044,5
1395,1300045,5
1396,1300046,5
1397,1300047,5
1398,1300171,5
1399,1300172,5
1400,1300173,5
1401,1300174,5
1402,1300175,5
1403,1300176,5
1404,1300177,5
1405,1300211,5
1406,1300212,5
1407,1300213,5
1408,1300214,5
1409,1300215,5
1410,1300216,5
1411,1300217,5
1412,1300251,5
1413,1300252,5
1414,1300253,5
1415,1300254,5
1416,1300255,5
1417,1300256,5
1418,1300257,5
1419,1400041,5
1420,1400042,5
1421,1400043,5
1422,1400044,5
1423,1400045,5
1424,1400046,5
1425,1400047,5
1426,1400091,5
1427,1400092,5
1428,1400093,5
1429,1400094,5
1430,1400095,5
1431,1400096,5
1432,1400097,5
1433,1400161,5
1434,1400162,5
1435,1400163,5
1436,1400164,5
1437,1400165,5
1438,1400166,5
1439,1400167,5
1440,401,10
1441,402,10
1442,403,10
1443,404,10
1444,405,10
1445,406,10
1446,407,10
1447,408,10
1448,409,10
1449,410,10
1450,411,10
1451,412,10
1452,413,10
1453,414,10
1454,415,10
1455,416,10
1456,417,10
1457,418,10
1458,419,10
1459,420,10
1460,421,10
1461,422,10
1462,423,10
1463,424,10
1464,425,10
1465,426,10
1466,427,10
1467,428,10
1468,429,10
1469,430,10
1470,431,10
1471,432,10
1472,433,10
1473,434,10
1474,435,10
1475,436,10
1476,437,10
1477,438,10
1478,439,10
1479,440,10
1480,441,10
1481,442,10
1482,443,10
1483,444,10
1484,445,10
1485,446,10
1486,447,10
1487,448,10
1488,449,10
1489,450,10
1490,451,10
1491,452,10
1492,453,10
1493,454,10
1494,455,10
1495,456,10
1496,457,10
1497,458,10
1498,459,10
1499,460,10
1500,461,10
1501,462,10
1502,463,10
1503,464,10
1504,465,10
1505,466,10
1506,467,10
1507,468,10
1508,469,10
1509,470,10
1510,471,10
1511,472,10
1512,473,10
1513,474,10
1514,475,10
1515,476,10
1516,477,10
1517,478,10
1518,479,10
1519,480,10
1520,481,10
1521,482,10
1522,483,10
1523,484,10
1524,485,10
1525,486,10
1526,487,10
1527,488,10
1528,489,10
1529,490,10
1530,491,10
1531,492,10
1532,493,10
1533,494,10
1534,495,10
1535,496,10
1536,497,10
1537,498,10
1538,499,10
1539,500,10
1540,501,10
1541,502,10
1542,503,10
1543,504,10
1544,505,10
1545,506,10
1546,507,10
1547,508,10
1548,509,10
1549,510,10
1550,511,10
1551,512,10
1552,513,10
1553,514,10
1554,515,10
1555,516,10
1556,517,10
1557,518,10
1558,519,10
1559,520,10
1560,521,10
1561,522,10
1562,523,10
1563,524,10
1564,525,10
1565,526,10
1566,527,10
1567,528,10
1568,529,10
1569,530,10
1570,531,10
1571,532,10
1572,533,10
1573,534,10
1574,535,10
1575,536,10
1576,537,10
1577,538,10
1578,539,10
1579,540,10
1580,541,10
1581,542,10
1582,543,10
1583,544,10
1584,545,10
1585,546,10
1586,547,10
1587,548,10
1588,549,10
1589,550,10
1590,551,10
1591,552,10
1592,553,10
1593,554,10
1594,555,10
1595,556,10
1596,557,10
1597,558,10
1598,559,10
1599,560,10
1600,561,10
1601,562,10
1602,563,10
1603,564,10
1604,565,10
1605,566,10
1606,567,10
1607,568,10
1608,569,10
1609,570,10
1610,571,10
1611,572,10
1612,573,10
1613,574,10
1614,575,10
1615,576,10
1616,577,10
1617,578,10
1618,579,10
1619,580,10
1620,581,10
1621,582,10
1622,583,10
1623,584,10
1624,585,10
1625,586,10
1626,587,10
1627,588,10
1628,589,10
1629,590,10
1630,591,10
1631,592,10
1632,593,10
1633,594,10
1634,595,10
1635,596,10
1636,597,10
1637,598,10
1638,599,10
1639,600,10
1640,601,10
1641,602,10
1642,603,10
1643,604,10
1644,605,10
1645,606,10
1646,607,10
1647,608,10
1648,609,10
1649,610,10
1650,611,10
1651,612,10
1652,613,10
1653,614,10
1654,615,10
1655,616,10
1656,617,10
1657,618,10
1658,619,10
1659,620,10
1660,621,10
1661,622,10
1662,623,10
1663,624,10
1664,625,10
1665,626,10
1666,627,10
1667,628,10
1668,629,10
1669,630,10
1670,631,10
1671,632,10
1672,633,10
1673,634,10
1674,635,10
1675,636,10
1676,637,10
1677,638,10
1678,639,10
1679,640,10
1680,641,10
1681,642,10
1682,643,10
1683,644,10
1684,645,10
1685,646,10
1686,647,10
1687,648,10
1688,649,10
1689,650,10
1690,651,10
1691,652,10
1692,653,10
1693,654,10
1694,655,10
1695,656,10
1696,657,10
1697,658,10
1698,659,10
1699,660,10
1700,661,10
1701,662,10
1702,663,10
1703,664,10
1704,665,10
1705,666,10
1706,667,10
1707,668,10
1708,669,10
1709,670,10
1710,671,10
1711,672,10
1712,673,10
1713,674,10
1714,675,10
1715,676,10
1716,677,10
1717,678,10
1718,679,10
1719,680,10
1720,681,10
1721,682,10
1722,683,10
1723,684,10
1724,685,10
1725,686,10
1726,687,10
1727,688,10
1728,689,10
1729,690,10
1730,691,10
1731,692,10
1732,693,10
1733,694,10
1734,695,10
1735,696,10
1736,697,10
1737,698,10
1738,699,10
1739,700,10
1740,701,10
1741,702,10
1742,703,10
1743,704,10
1744,705,10
1745,706,10
1746,707,10
1747,708,10
1748,709,10
1749,710,10
1750,711,10
1751,712,10
1752,713,10
1753,714,10
1754,715,10
1755,716,10
1756,717,10
1757,718,10
1758,719,10
1759,720,10
1760,721,10
1761,722,10
1762,723,10
1763,724,10
1764,725,10
1765,726,10
1766,727,10
1767,728,10
1768,729,10
1769,730,10
1770,731,10
1771,732,10
1772,733,10
1773,734,10
1774,735,10
1775,736,10
1776,737,10
1777,738,10
1778,739,10
1779,740,10
1780,741,10
1781,742,10
1782,743,10
1783,744,10
1784,745,10
1785,746,10
1786,747,10
1787,748,10
1788,749,10
1789,750,10
1790,751,10
1791,752,10
1792,753,10
1793,754,10
1794,755,10
1795,756,10
1796,757,10
1797,758,10
1798,759,10
1799,760,10
1800,761,10
1801,762,10
1802,763,10
1803,764,10
1804,3102301,10
1805,3102302,10
1806,3102303,10
1807,3102304,10
1808,3102305,10
1809,3102306,10
1810,3102307,10
1811,3102311,10
1812,3102312,10
1813,3102313,10
1814,3102314,10
1815,3102315,10
1816,3102316,10
1817,3102317,10
1818,3102321,10
1819,3102322,10
1820,3102323,10
1821,3102324,10
1822,3102325,10
1823,3102326,10
1824,3102327,10
1825,3102331,10
1826,3102332,10
1827,3102333,10
1828,3102334,10
1829,3102335,10
1830,3102336,10
1831,3102337,10
1832,3102341,10
1833,3102342,10
1834,3102343,10
1835,3102344,10
1836,3102345,10
1837,3102346,10
1838,3102347,10
1839,3102401,10
1840,3102402,10
1841,3102403,10
1842,3102404,10
1843,3102405,10
1844,3102406,10
1845,3102407,10
1846,3102411,10
1847,3102412,10
1848,3102413,10
1849,3102414,10
1850,3102415,10
1851,3102416,10
1852,3102417,10
1853,3102421,10
1854,3102422,10
1855,3102423,10
1856,3102424,10
1857,3102425,10
1858,3102426,10
1859,3102427,10
1860,3102431,10
1861,3102432,10
1862,3102433,10
1863,3102434,10
1864,3102435,10
1865,3102436,10
1866,3102437,10
1867,3102441,10
1868,3102442,10
1869,3102443,10
1870,3102444,10
1871,3102445,10
1872,3102446,10
1873,3102447,10
1874,3102501,10
1875,3102502,10
1876,3102503,10
1877,3102504,10
1878,3102505,10
1879,3102506,10
1880,3102507,10
1881,3102511,10
1882,3102512,10
1883,3102513,10
1884,3102514,10
1885,3102515,10
1886,3102516,10
1887,3102517,10
1888,3102521,10
1889,3102522,10
1890,3102523,10
1891,3102524,10
1892,3102525,10
1893,3102526,10
1894,3102527,10
1895,3102531,10
1896,3102532,10
1897,3102533,10
1898,3102534,10
1899,3102535,10
1900,3102536,10
1901,3102537,10
1902,3102541,10
1903,3102542,10
1904,3102543,10
1905,3102544,10
1906,3102545,10
1907,3102546,10
1908,3102547,10
1909,3102601,10
1910,3102602,10
1911,3102603,10
1912,3102604,10
1913,3102605,10
1914,3102606,10
1915,3102607,10
1916,3102611,10
1917,3102612,10
1918,3102613,10
1919,3102614,10
1920,3102615,10
1921,3102616,10
1922,3102617,10
1923,3102621,10
1924,3102622,10
1925,3102623,10
1926,3102624,10
1927,3102625,10
1928,3102626,10
1929,3102627,10
1930,3102631,10
1931,3102632,10
1932,3102633,10
1933,3102634,10
1934,3102635,10
1935,3102636,10
1936,3102637,10
1937,3102641,10
1938,3102642,10
1939,3102643,10
1940,3102644,10
1941,3102645,10
1942,3102646,10
1943,3102647,10
1944,3202301,10
1945,3202302,10
1946,3202303,10
1947,3202304,10
1948,3202305,10
1949,3202306,10
1950,3202307,10
