index,skill_id,area_step,v2,v3
159,113113,1,-1,2
160,113113,1,1,2
161,113113,2,0,0
162,113113,2,-1,0
163,113113,2,1,0
164,113113,2,-1,-1
165,113113,2,1,-1
166,113113,2,0,1
167,113113,2,-1,1
168,113113,2,1,1
169,113113,2,0,2
170,113113,2,-1,2
171,113113,2,1,2
172,114124,1,0,0
173,114124,1,-1,0
174,114124,1,1,0
175,114124,1,-1,-1
176,114124,1,1,-1
177,114124,1,0,1
178,114124,1,-1,1
179,114124,1,1,1
180,114124,1,0,2
181,114124,1,-1,2
182,114124,1,1,2
183,114124,1,0,3
184,114124,2,0,0
185,114124,2,-1,0
186,114124,2,1,0
187,114124,2,-1,-1
188,114124,2,1,-1
189,114124,2,0,1
190,114124,2,-1,1
191,114124,2,1,1
192,114124,2,0,2
193,114124,2,-1,2
194,114124,2,1,2
195,114124,2,0,3
196,115092,1,0,1
197,115092,1,0,-1
198,115092,1,0,0
199,115092,1,1,1
200,115092,1,1,-1
201,115092,1,1,0
202,115092,1,-1,1
203,115092,1,-1,-1
204,115092,1,-1,0
205,115092,2,0,1
206,115092,2,0,-1
207,115092,2,0,0
208,115092,2,1,1
209,115092,2,1,-1
210,115092,2,1,0
211,115092,2,-1,1
212,115092,2,-1,-1
213,115092,2,-1,0
214,116133,1,0,1
215,116133,1,-1,1
216,116133,1,1,1
217,116133,1,-1,0
218,116133,1,1,0
219,116133,1,-1,-1
220,116133,1,0,-1
221,116133,1,1,-1
222,116133,1,0,2
223,116133,1,-2,0
224,116133,1,2,0
225,116133,1,0,-2
226,116133,1,0,0
227,116133,2,0,1
228,116133,2,-1,1
229,116133,2,1,1
230,116133,2,-1,0
231,116133,2,1,0
232,116133,2,-1,-1
233,116133,2,0,-1
234,116133,2,1,-1
235,116133,2,0,2
236,116133,2,-2,0
237,116133,2,2,0
238,116133,2,0,-2
239,116133,2,0,0
240,117123,1,0,0
241,117123,1,0,1
242,117123,1,-1,1
243,117123,1,1,1
244,117123,1,-1,0
245,117123,1,1,0
246,117123,1,-1,-1
247,117123,1,0,-1
248,117123,1,1,-1
249,117123,1,-1,2
250,117123,1,0,2
251,117123,1,1,2
252,117123,2,0,0
253,117123,2,0,1
254,117123,2,-1,1
255,117123,2,1,1
256,117123,2,-1,0
257,117123,2,1,0
258,117123,2,-1,-1
259,117123,2,0,-1
260,117123,2,1,-1
261,117123,2,-1,2
262,117123,2,0,2
263,117123,2,1,2
264,118154,1,0,0
265,118154,1,-1,1
266,118154,1,1,1
267,118154,1,-1,0
268,118154,1,1,0
269,118154,1,-1,-1
270,118154,1,0,-1
271,118154,1,1,-1
272,118154,1,-1,2
273,118154,1,0,2
274,118154,1,1,2
275,118154,1,-1,3
276,118154,1,0,3
277,118154,1,1,3
278,118154,1,0,1
279,118154,2,0,0
280,118154,2,-1,1
281,118154,2,1,1
282,118154,2,-1,0
283,118154,2,1,0
284,118154,2,-1,-1
285,118154,2,0,-1
286,118154,2,1,-1
287,118154,2,-1,2
288,118154,2,0,2
289,118154,2,1,2
290,118154,2,-1,3
291,118154,2,0,3
292,118154,2,1,3
293,118154,2,0,1
294,119213,1,0,0
295,119213,1,-1,1
296,119213,1,1,1
297,119213,1,-1,0
298,119213,1,1,0
299,119213,1,-1,-1
300,119213,1,0,-1
301,119213,1,1,-1
302,119213,1,-1,2
303,119213,1,0,2
304,119213,1,1,2
305,119213,1,-1,-2
306,119213,1,0,-2
307,119213,1,1,-2
308,119213,1,-2,1
309,119213,1,-2,0
310,119213,1,-2,-1
311,119213,1,2,1
312,119213,1,2,0
313,119213,1,2,-1
314,119213,1,0,1
315,119213,2,0,0
316,119213,2,-1,1
317,119213,2,1,1
318,119213,2,-1,0
319,119213,2,1,0
320,119213,2,-1,-1
321,119213,2,0,-1
322,119213,2,1,-1
323,119213,2,-1,2
324,119213,2,0,2
325,119213,2,1,2
326,119213,2,-1,-2
327,119213,2,0,-2
328,119213,2,1,-2
329,119213,2,-2,1
330,119213,2,-2,0
331,119213,2,-2,-1
332,119213,2,2,1
333,119213,2,2,0
334,119213,2,2,-1
335,119213,2,0,1
336,120253,1,0,0
337,120253,1,-1,1
338,120253,1,1,1
339,120253,1,-1,0
340,120253,1,1,0
341,120253,1,-1,-1
342,120253,1,0,-1
343,120253,1,1,-1
344,120253,1,-1,2
345,120253,1,0,2
346,120253,1,1,2
347,120253,1,-1,-2
348,120253,1,0,-2
349,120253,1,1,-2
350,120253,1,-2,1
351,120253,1,-2,0
352,120253,1,-2,-1
353,120253,1,2,1
354,120253,1,2,0
355,120253,1,2,-1
356,120253,1,-2,2
357,120253,1,2,2
358,120253,1,-2,-2
359,120253,1,2,-2
360,120253,1,0,1
361,120253,2,0,0
362,120253,2,-1,1
363,120253,2,1,1
364,120253,2,-1,0
365,120253,2,1,0
366,120253,2,-1,-1
367,120253,2,0,-1
368,120253,2,1,-1
369,120253,2,-1,2
370,120253,2,0,2
371,120253,2,1,2
372,120253,2,-1,-2
373,120253,2,0,-2
374,120253,2,1,-2
375,120253,2,-2,1
376,120253,2,-2,0
377,120253,2,-2,-1
378,120253,2,2,1
379,120253,2,2,0
380,120253,2,2,-1
381,120253,2,-2,2
382,120253,2,2,2
383,120253,2,-2,-2
384,120253,2,2,-2
385,120253,2,0,1
386,121255,1,0,0
387,121255,1,-1,1
388,121255,1,1,1
389,121255,1,-1,0
390,121255,1,1,0
391,121255,1,-1,-1
392,121255,1,0,-1
393,121255,1,1,-1
394,121255,1,-1,2
395,121255,1,0,2
396,121255,1,1,2
397,121255,1,-1,-2
398,121255,1,0,-2
399,121255,1,1,-2
400,121255,1,-2,1
401,121255,1,-2,0
402,121255,1,-2,-1
403,121255,1,2,1
404,121255,1,2,0
405,121255,1,2,-1
406,121255,1,0,3
407,121255,1,0,-3
408,121255,1,-3,0
409,121255,1,3,0
410,121255,1,0,1
411,121255,2,0,0
412,121255,2,-1,1
413,121255,2,1,1
414,121255,2,-1,0
415,121255,2,1,0
416,121255,2,-1,-1
417,121255,2,0,-1
418,121255,2,1,-1
419,121255,2,-1,2
420,121255,2,0,2
421,121255,2,1,2
422,121255,2,-1,-2
423,121255,2,0,-2
424,121255,2,1,-2
425,121255,2,-2,1
426,121255,2,-2,0
427,121255,2,-2,-1
428,121255,2,2,1
429,121255,2,2,0
430,121255,2,2,-1
431,121255,2,0,3
432,121255,2,0,-3
433,121255,2,-3,0
434,121255,2,3,0
435,121255,2,0,1
436,122295,1,0,0
437,122295,1,-1,1
438,122295,1,1,1
439,122295,1,-1,0
440,122295,1,1,0
441,122295,1,-1,-1
442,122295,1,0,-1
443,122295,1,1,-1
444,122295,1,-1,2
445,122295,1,0,2
446,122295,1,1,2
447,122295,1,-1,-2
448,122295,1,0,-2
449,122295,1,1,-2
450,122295,1,-2,1
451,122295,1,-2,0
452,122295,1,-2,-1
453,122295,1,2,1
454,122295,1,2,0
455,122295,1,2,-1
456,122295,1,0,3
457,122295,1,0,-3
458,122295,1,-3,0
459,122295,1,3,0
460,122295,1,-2,2
461,122295,1,2,2
462,122295,1,-2,-2
463,122295,1,2,-2
464,122295,1,0,1
465,122295,2,0,0
466,122295,2,-1,1
467,122295,2,1,1
468,122295,2,-1,0
469,122295,2,1,0
470,122295,2,-1,-1
471,122295,2,0,-1
472,122295,2,1,-1
473,122295,2,-1,2
474,122295,2,0,2
475,122295,2,1,2
476,122295,2,-1,-2
477,122295,2,0,-2
478,122295,2,1,-2
479,122295,2,-2,1
480,122295,2,-2,0
481,122295,2,-2,-1
482,122295,2,2,1
483,122295,2,2,0
484,122295,2,2,-1
485,122295,2,0,3
486,122295,2,0,-3
487,122295,2,-3,0
488,122295,2,3,0
489,122295,2,-2,2
490,122295,2,2,2
491,122295,2,-2,-2
492,122295,2,2,-2
493,122295,2,0,1
